"Major Department","Minor Department","Major Category","Minor Category",Item,UPC,"UPC Fixed",Description,"Case (LBS)","Landed Cost","Sale Price","Regular Price",Code,Stock,SKU,Category,Images,l,w,h,Pack,Size,Measure
"1 - GROCERY","HOT BEVERAGES","11 - RST & GRD COFFEE","395 - R&G COFF PREM MCCAFE 340G",830190,66344760821,663447608217,"MCCAFE PREM ROAST BAG",5.16,39.64,53.51,62.63,EDM,76,EDM830190,"Bulk Foods & Wholesale Grocery>HOT BEVERAGES::Coffee & Coffee Supplies>HOT BEVERAGES::Office & Breakroom>HOT BEVERAGES",https://test.tgp.crs/item_images/830190/830190.jpg,9.40,9.10,8.80,6,340,GR
"1 - GROCERY","HOT BEVERAGES","11 - RST & GRD COFFEE","395 - R&G COFF PREM MCCAFE 340G",929307,66344760822,663447608224,"MCCAFE PREM RST DECAF BAG",5.16,39.64,53.51,62.63,EDM,75,EDM929307,"Bulk Foods & Wholesale Grocery>HOT BEVERAGES::Coffee & Coffee Supplies>HOT BEVERAGES::Office & Breakroom>HOT BEVERAGES",https://test.tgp.crs/item_images/929307/929307.jpg,9.40,9.10,8.80,6,340,GR
"1 - GROCERY","HOT BEVERAGES","11 - RST & GRD COFFEE","390 - R&G COFF PREM MCCAFE 950G",830141,66344760834,663447608347,"MCCAFE ROAST COFFEE TIN",15.12,95.10,128.39,150.26,EDM,0,EDM830141,"Bulk Foods & Wholesale Grocery>HOT BEVERAGES::Coffee & Coffee Supplies>HOT BEVERAGES::Office & Breakroom>HOT BEVERAGES",https://test.tgp.crs/item_images/830141/830141.jpg,19.20,12.80,6.50,6,950,GR
"1 - GROCERY","HOT BEVERAGES","11 - RST & GRD COFFEE","396 - R&G COFF PREM MCCAFE ESPRESS 340G",929315,66344760820,663447608200,"MCCAFE WB ESPRESS DRK RST",4.62,43.83,59.17,69.25,EDM,0,EDM929315,"Bulk Foods & Wholesale Grocery>HOT BEVERAGES::Coffee & Coffee Supplies>HOT BEVERAGES::Office & Breakroom>HOT BEVERAGES",https://test.tgp.crs/item_images/929315/929315.jpg,9.40,9.10,8.80,6,300,GR
"1 - GROCERY","HOT BEVERAGES","11 - RST & GRD COFFEE","387 - R&G COFF PREM MCCAFE 900G",2483980,66344760823,663447608231,"MCCAFE WB PREM ROAST",13.31,96.12,129.76,151.87,EDM,23,EDM2483980,"Bulk Foods & Wholesale Grocery>HOT BEVERAGES::Coffee & Coffee Supplies>HOT BEVERAGES::Office & Breakroom>HOT BEVERAGES",https://test.tgp.crs/item_images/2483980/2483980.jpg,14.50,12.30,10.40,6,900,GR
"1 - GROCERY","HOT BEVERAGES","11 - RST & GRD COFFEE","327 - R&G COFF PREM MEL 369G",6243364,5543760285,055437602853,"MELIT GRD COFFEE ESPRESSO",13.00,20.47,27.63,32.34,EDM,0,EDM6243364,"Bulk Foods & Wholesale Grocery>HOT BEVERAGES::Coffee & Coffee Supplies>HOT BEVERAGES::Office & Breakroom>HOT BEVERAGES",https://test.tgp.crs/item_images/6243364/6243364.jpg,16.90,12.20,5.70,6,369,GR
"1 - GROCERY","HOT BEVERAGES","11 - RST & GRD COFFEE","327 - R&G COFF PREM MEL 369G",6243380,5543760284,055437602846,"MELIT GRD MEDIUM DARK",13.00,20.47,27.63,32.34,EDM,0,EDM6243380,"Bulk Foods & Wholesale Grocery>HOT BEVERAGES::Coffee & Coffee Supplies>HOT BEVERAGES::Office & Breakroom>HOT BEVERAGES",https://test.tgp.crs/item_images/6243380/6243380.jpg,16.90,12.20,5.70,6,369,GR
"1 - GROCERY","HOT BEVERAGES","11 - RST & GRD COFFEE","335 - R&G COFF PREM MEL 930G",391185,5543760486,055437604864,"MELIT TRAD MED RST COFF",14.90,76.64,103.46,121.09,EDM,34,EDM391185,"Bulk Foods & Wholesale Grocery>HOT BEVERAGES::Coffee & Coffee Supplies>HOT BEVERAGES::Office & Breakroom>HOT BEVERAGES",https://test.tgp.crs/item_images/391185/391185.jpg,18.70,12.90,6.80,6,930,GR
"1 - GROCERY","HOT BEVERAGES","11 - RST & GRD COFFEE","995 - R&G COFFEE FOODSERVICE",482737,6073120797,060731207970,"MP CAPPUCCINO POWDER TOFF",13.00,41.58,56.13,65.7,EDM,2,EDM482737,"Bulk Foods & Wholesale Grocery>HOT BEVERAGES::Coffee & Coffee Supplies>HOT BEVERAGES::Office & Breakroom>HOT BEVERAGES",,10.20,9.10,7.70,6,2,LB
"1 - GROCERY","HOT BEVERAGES","11 - RST & GRD COFFEE","995 - R&G COFFEE FOODSERVICE",6252258,6073120068,060731200681,"MP CAPPUCCINO POWDER VAN  PARISIAN",13.00,51.88,70.04,81.97,EDM,12,EDM6252258,"Bulk Foods & Wholesale Grocery>HOT BEVERAGES::Coffee & Coffee Supplies>HOT BEVERAGES::Office & Breakroom>HOT BEVERAGES",https://test.tgp.crs/item_images/6252258/6252258.jpg,10.20,9.10,7.70,6,2,LB
"1 - GROCERY","HOT BEVERAGES","11 - RST & GRD COFFEE","996 - R&G COFFEE FOODSERVICE PORTION",480152,,000000000000,"MP COFFEE BLEND CAFE",10.00,80.39,108.53,127.02,EDM,44,EDM480152,"Bulk Foods & Wholesale Grocery>HOT BEVERAGES::Coffee & Coffee Supplies>HOT BEVERAGES::Office & Breakroom>HOT BEVERAGES",,13.30,9.50,10.30,64,2.25,OZ
"1 - GROCERY","HOT BEVERAGES","11 - RST & GRD COFFEE","996 - R&G COFFEE FOODSERVICE PORTION",480178,,000000000000,"MP COFFEE BLEND DECAF",10.00,81.31,109.77,128.47,EDM,13,EDM480178,"Bulk Foods & Wholesale Grocery>HOT BEVERAGES::Coffee & Coffee Supplies>HOT BEVERAGES::Office & Breakroom>HOT BEVERAGES",,13.30,9.50,11.50,64,2.25,OZ
"1 - GROCERY","HOT BEVERAGES","11 - RST & GRD COFFEE","995 - R&G COFFEE FOODSERVICE",2475374,,000000000000,"MP COFFEE BLEND EURO DARK",7.56,58.62,79.14,92.62,EDM,17,EDM2475374,"Bulk Foods & Wholesale Grocery>HOT BEVERAGES::Coffee & Coffee Supplies>HOT BEVERAGES::Office & Breakroom>HOT BEVERAGES",,13.30,9.50,10.30,42,2.5,OZ
"1 - GROCERY","HOT BEVERAGES","11 - RST & GRD COFFEE","996 - R&G COFFEE FOODSERVICE PORTION",480269,,000000000000,"MP COFFEE BLEND EXLUSIVE",10.00,78.53,106.02,124.08,EDM,26,EDM480269,"Bulk Foods & Wholesale Grocery>HOT BEVERAGES::Coffee & Coffee Supplies>HOT BEVERAGES::Office & Breakroom>HOT BEVERAGES",,13.30,9.50,10.30,64,2.25,OZ
"1 - GROCERY","HOT BEVERAGES","11 - RST & GRD COFFEE","996 - R&G COFFEE FOODSERVICE PORTION",6295018,6073110040,060731100400,"MP COFFEE BLEND PREMIUM   2.5OZ",11.40,81.09,109.47,128.12,EDM,16,EDM6295018,"Bulk Foods & Wholesale Grocery>HOT BEVERAGES::Coffee & Coffee Supplies>HOT BEVERAGES::Office & Breakroom>HOT BEVERAGES",,13.30,9.50,11.50,1,64,PK
"1 - GROCERY","HOT BEVERAGES","11 - RST & GRD COFFEE","995 - R&G COFFEE FOODSERVICE",483131,,000000000000,"MP COFFEE ROAST ORIG BULK PACK",14.80,63.50,85.73,100.33,EDM,8,EDM483131,"Bulk Foods & Wholesale Grocery>HOT BEVERAGES::Coffee & Coffee Supplies>HOT BEVERAGES::Office & Breakroom>HOT BEVERAGES",,19.10,12.80,6.50,6,925,GR
"1 - GROCERY","HOT BEVERAGES","11 - RST & GRD COFFEE","301 - R&G COFF PREM NAB 300G",683482,6020000183,060200001832,"NABOB GRD 1896 TRAD BAG",4.15,38.22,51.6,60.39,EDM,54,EDM683482,"Bulk Foods & Wholesale Grocery>HOT BEVERAGES::Coffee & Coffee Supplies>HOT BEVERAGES::Office & Breakroom>HOT BEVERAGES",https://test.tgp.crs/item_images/683482/683482.jpg,9.20,9.50,10.30,6,300,GR
"1 - GROCERY","HOT BEVERAGES","11 - RST & GRD COFFEE","301 - R&G COFF PREM NAB 300G",683912,6020000184,060200001849,"NABOB GRD 1896 TRAD DECAF BAG",4.15,38.22,51.6,60.39,EDM,94,EDM683912,"Bulk Foods & Wholesale Grocery>HOT BEVERAGES::Coffee & Coffee Supplies>HOT BEVERAGES::Office & Breakroom>HOT BEVERAGES",https://test.tgp.crs/item_images/683912/683912.jpg,9.20,9.50,10.30,6,300,GR
"1 - GROCERY","HOT BEVERAGES","11 - RST & GRD COFFEE","301 - R&G COFF PREM NAB 300G",685115,6020000177,060200001771,"NABOB GRD BOLD FULL CITY  DK BAG",4.15,38.22,51.6,60.39,EDM,77,EDM685115,"Bulk Foods & Wholesale Grocery>HOT BEVERAGES::Coffee & Coffee Supplies>HOT BEVERAGES::Office & Breakroom>HOT BEVERAGES",https://test.tgp.crs/item_images/685115/685115.jpg,9.20,9.50,10.30,6,300,GR
"1 - GROCERY","HOT BEVERAGES","11 - RST & GRD COFFEE","310 - R&G COFF PREM NAB 915-930G",785626,6020000190,060200001900,"NABOB BOLD FULL CITY DARK COFFEE",14.34,103.70,140,163.85,EDM,125,EDM785626,"Bulk Foods & Wholesale Grocery>HOT BEVERAGES::Coffee & Coffee Supplies>HOT BEVERAGES::Office & Breakroom>HOT BEVERAGES",https://test.tgp.crs/item_images/785626/785626.jpg,19.20,12.80,6.50,6,915,GR
"1 - GROCERY","HOT BEVERAGES","11 - RST & GRD COFFEE","301 - R&G COFF PREM NAB 300G",685461,6020000178,060200001788,"NABOB GRD BOLD GASTN BAG",4.15,38.22,51.6,60.39,EDM,26,EDM685461,"Bulk Foods & Wholesale Grocery>HOT BEVERAGES::Coffee & Coffee Supplies>HOT BEVERAGES::Office & Breakroom>HOT BEVERAGES",https://test.tgp.crs/item_images/685461/685461.jpg,9.20,9.50,10.30,6,300,GR
"1 - GROCERY","HOT BEVERAGES","11 - RST & GRD COFFEE","301 - R&G COFF PREM NAB 300G",685222,6020000179,060200001795,"NABOB GRD BOLD MID ECLIP  BAG",4.15,38.22,51.6,60.39,EDM,25,EDM685222,"Bulk Foods & Wholesale Grocery>HOT BEVERAGES::Coffee & Coffee Supplies>HOT BEVERAGES::Office & Breakroom>HOT BEVERAGES",https://test.tgp.crs/item_images/685222/685222.jpg,9.20,9.50,10.30,6,300,GR
"1 - GROCERY","HOT BEVERAGES","11 - RST & GRD COFFEE","301 - R&G COFF PREM NAB 300G",684522,6020000175,060200001757,"NABOB GRD BRKFST BLD BAG",4.15,38.22,51.6,60.39,EDM,40,EDM684522,"Bulk Foods & Wholesale Grocery>HOT BEVERAGES::Coffee & Coffee Supplies>HOT BEVERAGES::Office & Breakroom>HOT BEVERAGES",https://test.tgp.crs/item_images/684522/684522.jpg,9.20,9.50,10.30,6,300,GR
"1 - GROCERY","HOT BEVERAGES","11 - RST & GRD COFFEE","301 - R&G COFF PREM NAB 300G",684951,6020000182,060200001825,"NABOB GRD COLOMB SUM BAG",4.15,38.22,51.6,60.39,EDM,29,EDM684951,"Bulk Foods & Wholesale Grocery>HOT BEVERAGES::Coffee & Coffee Supplies>HOT BEVERAGES::Office & Breakroom>HOT BEVERAGES",https://test.tgp.crs/item_images/684951/684951.jpg,9.20,9.50,10.30,6,300,GR
"1 - GROCERY","HOT BEVERAGES","11 - RST & GRD COFFEE","301 - R&G COFF PREM NAB 300G",684886,6020000176,060200001764,"NABOB GRD ESPRESSO BAG",4.15,38.22,51.6,60.39,EDM,44,EDM684886,"Bulk Foods & Wholesale Grocery>HOT BEVERAGES::Coffee & Coffee Supplies>HOT BEVERAGES::Office & Breakroom>HOT BEVERAGES",https://test.tgp.crs/item_images/684886/684886.jpg,9.20,9.50,10.30,6,300,GR
"1 - GROCERY","HOT BEVERAGES","11 - RST & GRD COFFEE","301 - R&G COFF PREM NAB 300G",684902,6020000180,060200001801,"NABOB GRD ORG RESERVE BAG",4.15,38.22,51.6,60.39,EDM,0,EDM684902,"Bulk Foods & Wholesale Grocery>HOT BEVERAGES::Coffee & Coffee Supplies>HOT BEVERAGES::Office & Breakroom>HOT BEVERAGES",https://test.tgp.crs/item_images/684902/684902.jpg,9.20,9.50,10.30,6,300,GR
"1 - GROCERY","HOT BEVERAGES","11 - RST & GRD COFFEE","310 - R&G COFF PREM NAB 915-930G",860791,6020010746,060200107466,"NABOB ORGANIC RST & GRND COFFEE",14.83,103.72,140.02,163.88,EDM,0,EDM860791,"Bulk Foods & Wholesale Grocery>HOT BEVERAGES::Coffee & Coffee Supplies>HOT BEVERAGES::Office & Breakroom>HOT BEVERAGES",https://test.tgp.crs/item_images/860791/860791.jpg,19.20,12.80,6.50,6,915,GR
"1 - GROCERY","HOT BEVERAGES","11 - RST & GRD COFFEE","301 - R&G COFF PREM NAB 300G",684910,6020000181,060200001818,"NABOB GRD SUMATRA BAG",4.15,38.22,51.6,60.39,EDM,47,EDM684910,"Bulk Foods & Wholesale Grocery>HOT BEVERAGES::Coffee & Coffee Supplies>HOT BEVERAGES::Office & Breakroom>HOT BEVERAGES",https://test.tgp.crs/item_images/684910/684910.jpg,9.20,9.50,10.30,6,300,GR
"1 - GROCERY","HOT BEVERAGES","11 - RST & GRD COFFEE","310 - R&G COFF PREM NAB 915-930G",792523,6020010776,060200107763,"NABOB TRADITION FINE GR COFFEE",14.72,103.71,140.01,163.86,EDM,1084,EDM792523,"Bulk Foods & Wholesale Grocery>HOT BEVERAGES::Coffee & Coffee Supplies>HOT BEVERAGES::Office & Breakroom>HOT BEVERAGES",https://test.tgp.crs/item_images/792523/792523.jpg,18.60,12.80,6.50,6,930,GR
"1 - GROCERY","HOT BEVERAGES","11 - RST & GRD COFFEE","301 - R&G COFF PREM NAB 300G",685586,6020000196,060200001962,"NABOB WHL BEAN COLOM BAG",4.15,38.22,51.6,60.39,EDM,42,EDM685586,"Bulk Foods & Wholesale Grocery>HOT BEVERAGES::Coffee & Coffee Supplies>HOT BEVERAGES::Office & Breakroom>HOT BEVERAGES",https://test.tgp.crs/item_images/685586/685586.jpg,9.20,9.50,10.30,6,300,GR
"1 - GROCERY","HOT BEVERAGES","38 - SINGLE SERVE COFFEE CAPSULE","425 - SINGLE SERV COFF CAPS SBUCKS",6281745,761303817623,761303817623,"SBUCK BLOD ESP RST CAP",0.94,39.63,53.5,62.62,EDM,28,EDM6281745,"Bulk Foods & Wholesale Grocery>HOT BEVERAGES::Coffee & Coffee Supplies>HOT BEVERAGES::Office & Breakroom>HOT BEVERAGES",,8.00,6.20,5.50,5,10,EA
"1 - GROCERY","HOT BEVERAGES","38 - SINGLE SERVE COFFEE CAPSULE","425 - SINGLE SERV COFF CAPS SBUCKS",6281760,761303817572,761303817572,"SBUCK ESPRESSO RST CAPS",0.94,39.63,53.5,62.62,EDM,38,EDM6281760,"Bulk Foods & Wholesale Grocery>HOT BEVERAGES::Coffee & Coffee Supplies>HOT BEVERAGES::Office & Breakroom>HOT BEVERAGES",,8.00,6.20,5.50,5,10,EA
"1 - GROCERY","HOT BEVERAGES","11 - RST & GRD COFFEE","445 - R&G COFF SUP PREM SBUCK 793G",6281422,76211138871,762111388711,"SBUCK FRENCH ROAST DARK",7.70,63.63,85.9,100.54,EDM,20,EDM6281422,"Bulk Foods & Wholesale Grocery>HOT BEVERAGES::Coffee & Coffee Supplies>HOT BEVERAGES::Office & Breakroom>HOT BEVERAGES",,10.60,9.40,11.80,4,793,GR
"1 - GROCERY","HOT BEVERAGES","11 - RST & GRD COFFEE","445 - R&G COFF SUP PREM SBUCK 793G",6281430,76211138870,762111388704,"SBUCK HOUSE BLEND MED",7.70,63.63,85.9,100.54,EDM,2,EDM6281430,"Bulk Foods & Wholesale Grocery>HOT BEVERAGES::Coffee & Coffee Supplies>HOT BEVERAGES::Office & Breakroom>HOT BEVERAGES",,10.60,9.40,11.80,4,793,GR
"1 - GROCERY","HOT BEVERAGES","11 - RST & GRD COFFEE","400 - R&G COFF SUP PREM SBUCKS 340G",6224489,76211130009,762111300096,"SBUCK ITALIAN ROAST",5.40,47.68,64.37,75.33,EDM,22,EDM6224489,"Bulk Foods & Wholesale Grocery>HOT BEVERAGES::Coffee & Coffee Supplies>HOT BEVERAGES::Office & Breakroom>HOT BEVERAGES",https://test.tgp.crs/item_images/6224489/6224489.jpg,7.90,9.60,9.20,6,340,GR
"1 - GROCERY","HOT BEVERAGES","38 - SINGLE SERVE COFFEE CAPSULE","425 - SINGLE SERV COFF CAPS SBUCKS",6281752,761303817558,761303817558,"SBUCK PIKE PLA RST CAP",0.94,39.63,53.5,62.62,EDM,40,EDM6281752,"Bulk Foods & Wholesale Grocery>HOT BEVERAGES::Coffee & Coffee Supplies>HOT BEVERAGES::Office & Breakroom>HOT BEVERAGES",,8.00,6.20,5.50,5,10,EA
"1 - GROCERY","HOT BEVERAGES","11 - RST & GRD COFFEE","445 - R&G COFF SUP PREM SBUCK 793G",6214910,76211133120,762111331205,"SBUCK PIKE PLACE MED",7.73,63.63,85.9,100.54,EDM,21,EDM6214910,"Bulk Foods & Wholesale Grocery>HOT BEVERAGES::Coffee & Coffee Supplies>HOT BEVERAGES::Office & Breakroom>HOT BEVERAGES",https://test.tgp.crs/item_images/6214910/6214910.jpg,10.60,9.40,11.80,4,793,GR
"1 - GROCERY","HOT BEVERAGES","11 - RST & GRD COFFEE","400 - R&G COFF SUP PREM SBUCKS 340G",488379,76211189817,762111898173,"SBUCK PIKE PLACE MEDIUM",5.20,47.68,64.37,75.33,EDM,72,EDM488379,"Bulk Foods & Wholesale Grocery>HOT BEVERAGES::Coffee & Coffee Supplies>HOT BEVERAGES::Office & Breakroom>HOT BEVERAGES",https://test.tgp.crs/item_images/488379/488379.jpg,7.90,9.60,9.20,6,340,GR
"1 - GROCERY","HOT BEVERAGES","11 - RST & GRD COFFEE","400 - R&G COFF SUP PREM SBUCKS 340G",488403,76211189820,762111898203,"SBUCK TRUE NORTH BAG",5.20,47.68,64.37,75.33,EDM,51,EDM488403,"Bulk Foods & Wholesale Grocery>HOT BEVERAGES::Coffee & Coffee Supplies>HOT BEVERAGES::Office & Breakroom>HOT BEVERAGES",https://test.tgp.crs/item_images/488403/488403.jpg,7.90,9.60,9.20,6,340,GR
"1 - GROCERY","HOT BEVERAGES","11 - RST & GRD COFFEE","445 - R&G COFF SUP PREM SBUCK 793G",6214944,76211133121,762111331212,"SBUCK VERONA DK ROAST",7.73,63.63,85.9,100.54,EDM,34,EDM6214944,"Bulk Foods & Wholesale Grocery>HOT BEVERAGES::Coffee & Coffee Supplies>HOT BEVERAGES::Office & Breakroom>HOT BEVERAGES",https://test.tgp.crs/item_images/6214944/6214944.jpg,10.60,9.40,11.80,4,793,GR
"1 - GROCERY","HOT BEVERAGES","11 - RST & GRD COFFEE","400 - R&G COFF SUP PREM SBUCKS 340G",488361,76211189850,762111898500,"SBUCK VERONA DRIP BLND",5.20,47.68,64.37,75.33,EDM,48,EDM488361,"Bulk Foods & Wholesale Grocery>HOT BEVERAGES::Coffee & Coffee Supplies>HOT BEVERAGES::Office & Breakroom>HOT BEVERAGES",https://test.tgp.crs/item_images/488361/488361.jpg,7.90,9.60,9.20,6,340,GR
"1 - GROCERY","HOT BEVERAGES","11 - RST & GRD COFFEE","210 - R&G COFF MNSTRM TIM HORT 300G",452839,6320908933,063209089337,"TIM HORT COARSE GRIND BAG",4.71,35.98,48.57,56.85,EDM,51,EDM452839,"Bulk Foods & Wholesale Grocery>HOT BEVERAGES::Coffee & Coffee Supplies>HOT BEVERAGES::Office & Breakroom>HOT BEVERAGES",https://test.tgp.crs/item_images/452839/452839.jpg,9.60,8.40,9.00,6,300,GR
"1 - GROCERY","HOT BEVERAGES","11 - RST & GRD COFFEE","230 - R&G COFF MNSTRM TIM HORT 640-930G",6224166,6320911764,063209117641,"TIM HORT COLUMB R&G",10.60,75.71,102.21,119.62,EDM,32,EDM6224166,"Bulk Foods & Wholesale Grocery>HOT BEVERAGES::Coffee & Coffee Supplies>HOT BEVERAGES::Office & Breakroom>HOT BEVERAGES",https://test.tgp.crs/item_images/6224166/6224166.jpg,9.00,8.50,9.30,6,640,GR
"1 - GROCERY","HOT BEVERAGES","11 - RST & GRD COFFEE","210 - R&G COFF MNSTRM TIM HORT 300G",760231,6320909592,063209095925,"TIM HORT COLUMBIAN BAG",4.96,35.99,48.59,56.86,EDM,77,EDM760231,"Bulk Foods & Wholesale Grocery>HOT BEVERAGES::Coffee & Coffee Supplies>HOT BEVERAGES::Office & Breakroom>HOT BEVERAGES",https://test.tgp.crs/item_images/760231/760231.jpg,9.00,8.50,9.30,6,300,GR
"1 - GROCERY","HOT BEVERAGES","11 - RST & GRD COFFEE","230 - R&G COFF MNSTRM TIM HORT 640-930G",452581,6320909122,063209091224,"TIM HORT DARK ROAST LG    TIN",14.90,90.05,121.57,142.28,EDM,79,EDM452581,"Bulk Foods & Wholesale Grocery>HOT BEVERAGES::Coffee & Coffee Supplies>HOT BEVERAGES::Office & Breakroom>HOT BEVERAGES",https://test.tgp.crs/item_images/452581/452581.jpg,18.70,12.90,6.80,6,875,GR
"1 - GROCERY","HOT BEVERAGES","11 - RST & GRD COFFEE","210 - R&G COFF MNSTRM TIM HORT 300G",991067,6320908227,063209082277,"TIM HORT DARK RST BAG",4.96,35.99,48.59,56.86,EDM,124,EDM991067,"Bulk Foods & Wholesale Grocery>HOT BEVERAGES::Coffee & Coffee Supplies>HOT BEVERAGES::Office & Breakroom>HOT BEVERAGES",https://test.tgp.crs/item_images/991067/991067.jpg,9.00,9.60,8.40,6,300,GR
"1 - GROCERY","HOT BEVERAGES","11 - RST & GRD COFFEE","210 - R&G COFF MNSTRM TIM HORT 300G",991075,6320908392,063209083922,"TIM HORT DECAF COFFEE BAG",4.96,35.99,48.59,56.86,EDM,135,EDM991075,"Bulk Foods & Wholesale Grocery>HOT BEVERAGES::Coffee & Coffee Supplies>HOT BEVERAGES::Office & Breakroom>HOT BEVERAGES",https://test.tgp.crs/item_images/991075/991075.jpg,9.00,9.60,8.40,6,300,GR
"1 - GROCERY","HOT BEVERAGES","11 - RST & GRD COFFEE","230 - R&G COFF MNSTRM TIM HORT 640-930G",6224174,6320911763,063209117634,"TIM HORT DECAF TIN",10.60,75.71,102.21,119.62,EDM,10,EDM6224174,"Bulk Foods & Wholesale Grocery>HOT BEVERAGES::Coffee & Coffee Supplies>HOT BEVERAGES::Office & Breakroom>HOT BEVERAGES",https://test.tgp.crs/item_images/6224174/6224174.jpg,9.00,8.50,9.30,6,640,GR
"1 - GROCERY","HOT BEVERAGES","11 - RST & GRD COFFEE","215 - R&G COFF MNSTRM TIM HORT WHL BEAN",6224182,6320911337,063209113377,"TIM HORT ESPRESSO BAG",5.00,35.99,48.59,56.86,EDM,0,EDM6224182,"Bulk Foods & Wholesale Grocery>HOT BEVERAGES::Coffee & Coffee Supplies>HOT BEVERAGES::Office & Breakroom>HOT BEVERAGES",https://test.tgp.crs/item_images/6224182/6224182.jpg,9.00,8.50,9.30,6,300,GR
"1 - GROCERY","HOT BEVERAGES","11 - RST & GRD COFFEE","230 - R&G COFF MNSTRM TIM HORT 640-930G",667527,6320907227,063209072278,"TIM HORT FINE GR COFFEE",14.90,90.05,121.57,142.28,EDM,125,EDM667527,"Bulk Foods & Wholesale Grocery>HOT BEVERAGES::Coffee & Coffee Supplies>HOT BEVERAGES::Office & Breakroom>HOT BEVERAGES",https://test.tgp.crs/item_images/667527/667527.jpg,18.70,12.90,6.80,6,930,GR
"1 - GROCERY","HOT BEVERAGES","11 - RST & GRD COFFEE","210 - R&G COFF MNSTRM TIM HORT 300G",788521,6320909594,063209095949,"TIM HORT FRENCH VAN BAG",4.96,35.99,48.59,56.86,EDM,60,EDM788521,"Bulk Foods & Wholesale Grocery>HOT BEVERAGES::Coffee & Coffee Supplies>HOT BEVERAGES::Office & Breakroom>HOT BEVERAGES",https://test.tgp.crs/item_images/788521/788521.jpg,9.00,8.50,9.30,6,300,GR
"1 - GROCERY","HOT BEVERAGES","11 - RST & GRD COFFEE","210 - R&G COFF MNSTRM TIM HORT 300G",788935,6320909595,063209095956,"TIM HORT HAZELNUT BAG",4.96,35.99,48.59,56.86,EDM,99,EDM788935,"Bulk Foods & Wholesale Grocery>HOT BEVERAGES::Coffee & Coffee Supplies>HOT BEVERAGES::Office & Breakroom>HOT BEVERAGES",https://test.tgp.crs/item_images/788935/788935.jpg,9.00,9.60,8.40,6,300,GR
"1 - GROCERY","HOT BEVERAGES","11 - RST & GRD COFFEE","210 - R&G COFF MNSTRM TIM HORT 300G",991042,6320908231,063209082314,"TIM HORT ORIGINAL BAG",4.96,35.99,48.59,56.86,EDM,469,EDM991042,"Bulk Foods & Wholesale Grocery>HOT BEVERAGES::Coffee & Coffee Supplies>HOT BEVERAGES::Office & Breakroom>HOT BEVERAGES",https://test.tgp.crs/item_images/991042/991042.jpg,9.00,9.60,8.40,6,300,GR
"1 - GROCERY","HOT BEVERAGES","11 - RST & GRD COFFEE","215 - R&G COFF MNSTRM TIM HORT WHL BEAN",990945,6320908394,063209083946,"TIM HORT WHOLE BEAN BAG",4.96,35.99,48.59,56.86,EDM,51,EDM990945,"Bulk Foods & Wholesale Grocery>HOT BEVERAGES::Coffee & Coffee Supplies>HOT BEVERAGES::Office & Breakroom>HOT BEVERAGES",https://test.tgp.crs/item_images/990945/990945.jpg,9.00,9.60,8.40,6,300,GR
"1 - GROCERY","HOT BEVERAGES","11 - RST & GRD COFFEE","370 - R&G COFF PREM VH 340G",452243,6215164397,062151643970,"VH GRD BUTTERSCOTCH",4.40,43.14,58.24,68.16,EDM,35,EDM452243,"Bulk Foods & Wholesale Grocery>HOT BEVERAGES::Coffee & Coffee Supplies>HOT BEVERAGES::Office & Breakroom>HOT BEVERAGES",https://test.tgp.crs/item_images/452243/452243.jpg,7.90,7.40,7.80,6,340,GR
"1 - GROCERY","HOT BEVERAGES","11 - RST & GRD COFFEE","370 - R&G COFF PREM VH 340G",452235,6215153397,062151533974,"VH GRD FRENCH VANILLA",4.40,43.14,58.24,68.16,EDM,50,EDM452235,"Bulk Foods & Wholesale Grocery>HOT BEVERAGES::Coffee & Coffee Supplies>HOT BEVERAGES::Office & Breakroom>HOT BEVERAGES",https://test.tgp.crs/item_images/452235/452235.jpg,7.90,7.40,7.80,6,340,GR
"1 - GROCERY","HOT BEVERAGES","11 - RST & GRD COFFEE","370 - R&G COFF PREM VH 340G",451856,6215176397,062151763975,"VH VAN GRD HAZLENUT",4.40,43.14,58.24,68.16,EDM,53,EDM451856,"Bulk Foods & Wholesale Grocery>HOT BEVERAGES::Coffee & Coffee Supplies>HOT BEVERAGES::Office & Breakroom>HOT BEVERAGES",https://test.tgp.crs/item_images/451856/451856.jpg,7.90,7.40,7.80,6,340,GR
"1 - GROCERY","HOT BEVERAGES","21 - WHOLE BEAN COFFEE","275 - WHL BEAN COFF PREM BEAN 1850",6237465,2550060546,025500605463,"1850 WB BLACK GOLD BAG",5.18,52.54,70.93,83.01,EDM,36,EDM6237465,"Bulk Foods & Wholesale Grocery>HOT BEVERAGES::Coffee & Coffee Supplies>HOT BEVERAGES::Office & Breakroom>HOT BEVERAGES",https://test.tgp.crs/item_images/6237465/6237465.jpg,19.40,13.00,5.10,6,340,GR
"1 - GROCERY","HOT BEVERAGES","21 - WHOLE BEAN COFFEE","275 - WHL BEAN COFF PREM BEAN 1850",6237473,2550060545,025500605456,"1850 WB PIONEER BLEND",5.18,52.54,70.93,83.01,EDM,22,EDM6237473,"Bulk Foods & Wholesale Grocery>HOT BEVERAGES::Coffee & Coffee Supplies>HOT BEVERAGES::Office & Breakroom>HOT BEVERAGES",https://test.tgp.crs/item_images/6237473/6237473.jpg,19.40,13.00,5.10,6,340,GR
