"Major Department","Minor Department","Major Category","Minor Category",Item,UPC,"UPC Fixed",Description,"Case (LBS)","Landed Cost","Sale Price","Regular Price",Code,Stock,SKU,Category,Images,l,w,h,Pack,Size,Measure
"1 - GROCERY","PASTA & SAUCES","35 - INSTANT POTATOES","410 - INSTANT POT B.CROCKER MASHED",949081,6563307892,065633078925,"BC MASH POTATO RST GLIC",7.42,23.81,32.14,37.62,EDM,84,EDM949081,"Bulk Foods & Wholesale Grocery>PASTA & SAUCES",https://test.tgp.crs/item_images/949081/949081.jpg,11.90,9.90,8.10,12,215,GR
"1 - GROCERY","PASTA & SAUCES","35 - INSTANT POTATOES","400 - INSTANT POT B.CROCKER SCALLOPED",949131,6563307894,065633078949,"BC SCALLOP AU GRATIN POT",5.77,23.76,32.08,37.54,EDM,114,EDM949131,"Bulk Foods & Wholesale Grocery>PASTA & SAUCES",https://test.tgp.crs/item_images/949131/949131.jpg,11.90,9.90,8.10,12,141,GR
"1 - GROCERY","PASTA & SAUCES","35 - INSTANT POTATOES","400 - INSTANT POT B.CROCKER SCALLOPED",949198,6563307893,065633078932,"BC SCALLOP CHDR/BACN POT",5.82,23.76,32.08,37.54,EDM,52,EDM949198,"Bulk Foods & Wholesale Grocery>PASTA & SAUCES",https://test.tgp.crs/item_images/949198/949198.jpg,11.90,9.90,8.10,12,148,GR
"1 - GROCERY","PASTA & SAUCES","35 - INSTANT POTATOES","400 - INSTANT POT B.CROCKER SCALLOPED",949206,6563307895,065633078956,"BC SCALLOP POTATO",5.82,23.76,32.08,37.54,EDM,99,EDM949206,"Bulk Foods & Wholesale Grocery>PASTA & SAUCES",https://test.tgp.crs/item_images/949206/949206.jpg,11.90,9.90,8.10,12,141,GR
"1 - GROCERY","PASTA & SAUCES","35 - INSTANT POTATOES","300 - INSTANT POTATOES IDAHOAN 114GR",6237788,2970080141,029700801410,"IDAHOAN MASH BTTR H/STL",3.68,16.42,22.17,25.94,CAL,161,CAL6237788,"Bulk Foods & Wholesale Grocery>PASTA & SAUCES",https://test.tgp.crs/item_images/6237788/6237788.jpg,9.10,5.30,8.50,12,113,GR
"1 - GROCERY","PASTA & SAUCES","35 - INSTANT POTATOES","300 - INSTANT POTATOES IDAHOAN 114GR",6237796,2970080146,029700801465,"IDAHOAN MASH BUTTER HERB",3.68,16.42,22.17,25.94,CAL,62,CAL6237796,"Bulk Foods & Wholesale Grocery>PASTA & SAUCES",https://test.tgp.crs/item_images/6237796/6237796.jpg,9.10,5.30,8.50,12,113,GR
"1 - GROCERY","PASTA & SAUCES","35 - INSTANT POTATOES","995 - INSTANT POTATOES FOODSERVICE",920132,2970000313,029700003135,"IDAHOAN POTATO REAL MASH",21.80,77.38,104.46,122.26,EDM,135,EDM920132,"Bulk Foods & Wholesale Grocery>PASTA & SAUCES",,15.10,10.70,10.20,12,737,GR
"1 - GROCERY","PASTA & SAUCES","35 - INSTANT POTATOES","995 - INSTANT POTATOES FOODSERVICE",346742,2970000889,029700008895,"IDAHOAN REAL POTATOES SCA LLOPED",17.89,72.01,97.21,113.78,EDM,22,EDM346742,"Bulk Foods & Wholesale Grocery>PASTA & SAUCES",,15.20,12.70,12.00,12,20.3,OZ
"1 - GROCERY","PASTA & SAUCES","41 - PASTA SAUCES","995 - PASTA SAUCES FOODSERVICE",672659,5700003597,057000035976,"6 IN 1 ALL PURPOSE GROUND TOMATO",41.66,29.71,40.11,46.94,EDM,3,EDM672659,"Bulk Foods & Wholesale Grocery>PASTA & SAUCES",https://test.tgp.crs/item_images/672659/672659.jpg,18.66,12.56,7.28,6,2.84,LT
"1 - GROCERY","PASTA & SAUCES","41 - PASTA SAUCES","620 - PASTA SAUCES BRUSCHETTA AGROMONTE",6280275,803281724202,803281724202,"AGROMONTE ARTCHKE BRUSCH",10.58,62.11,83.85,98.13,CAL,37,CAL6280275,"Bulk Foods & Wholesale Grocery>PASTA & SAUCES",,9.80,7.20,3.90,12,200,ML
"1 - GROCERY","PASTA & SAUCES","41 - PASTA SAUCES","620 - PASTA SAUCES BRUSCHETTA AGROMONTE",6280291,803281724245,803281724245,"AGROMONTE ASPARGUS BRUSCH",10.58,62.11,83.85,98.13,CAL,20,CAL6280291,"Bulk Foods & Wholesale Grocery>PASTA & SAUCES",,9.80,7.20,3.90,12,200,ML
"1 - GROCERY","PASTA & SAUCES","41 - PASTA SAUCES","365 - PASTA SAUCES PREMIUM AGROMONTE",6280242,803281724590,803281724590,"AGROMONTE GARLIC PSTA SCE",12.13,40.53,54.72,64.04,CAL,14,CAL6280242,"Bulk Foods & Wholesale Grocery>PASTA & SAUCES",,10.20,5.50,7.40,12,250,ML
"1 - GROCERY","PASTA & SAUCES","41 - PASTA SAUCES","365 - PASTA SAUCES PREMIUM AGROMONTE",6280259,803281724589,803281724589,"AGROMONTE RICOTA PSTA SCE",12.13,40.53,54.72,64.04,CAL,30,CAL6280259,"Bulk Foods & Wholesale Grocery>PASTA & SAUCES",,10.20,5.50,7.40,12,250,ML
"1 - GROCERY","PASTA & SAUCES","41 - PASTA SAUCES","620 - PASTA SAUCES BRUSCHETTA AGROMONTE",6280309,803281724265,803281724265,"AGROMONTE RST PEPR BRUSCH",10.58,62.11,83.85,98.13,CAL,23,CAL6280309,"Bulk Foods & Wholesale Grocery>PASTA & SAUCES",,9.80,7.20,3.90,12,200,ML
"1 - GROCERY","PASTA & SAUCES","41 - PASTA SAUCES","410 - PASTA SAUCES MIXES CLUBHOUSE",920421,6620001980,066200019808,"C.HSE ALFREDO SAUCE",1.01,18.20,24.57,28.76,EDM,113,EDM920421,"Bulk Foods & Wholesale Grocery>PASTA & SAUCES",https://test.tgp.crs/item_images/920421/920421.jpg,5.00,4.20,6.20,12,30,GR
"1 - GROCERY","PASTA & SAUCES","41 - PASTA SAUCES","410 - PASTA SAUCES MIXES CLUBHOUSE",213827,6620001987,066200019877,"C.HSE GARLC ALFREDO",1.01,18.20,24.57,28.76,EDM,67,EDM213827,"Bulk Foods & Wholesale Grocery>PASTA & SAUCES",https://test.tgp.crs/item_images/213827/213827.jpg,5.00,4.20,6.20,12,30,GR
"1 - GROCERY","PASTA & SAUCES","41 - PASTA SAUCES","410 - PASTA SAUCES MIXES CLUBHOUSE",923227,6620001982,066200019822,"C.HSE PASTA SLD SCE",0.94,18.20,24.57,28.76,EDM,46,EDM923227,"Bulk Foods & Wholesale Grocery>PASTA & SAUCES",https://test.tgp.crs/item_images/923227/923227.jpg,5.00,4.20,6.20,12,28,GR
"1 - GROCERY","PASTA & SAUCES","41 - PASTA SAUCES","210 - PASTA SAUCES REGULAR CATELLI",670216,6420032787,064200327879,"CATELLI GRDN SEL GARLIC & ONION",27.57,29.94,40.42,47.31,EDM,182,EDM670216,"Bulk Foods & Wholesale Grocery>PASTA & SAUCES",https://test.tgp.crs/item_images/670216/670216.jpg,14.50,10.80,6.70,12,640,ML
"1 - GROCERY","PASTA & SAUCES","41 - PASTA SAUCES","210 - PASTA SAUCES REGULAR CATELLI",670190,6420032788,064200327886,"CATELLI GRDN SEL TOMATO & BASIL",27.57,29.94,40.42,47.31,EDM,85,EDM670190,"Bulk Foods & Wholesale Grocery>PASTA & SAUCES",https://test.tgp.crs/item_images/670190/670190.jpg,14.50,10.80,6.70,12,640,ML
"1 - GROCERY","PASTA & SAUCES","41 - PASTA SAUCES","210 - PASTA SAUCES REGULAR CATELLI",670158,6420032796,064200327961,"CATELLI GRDN SELECT FINE  HERBS",27.57,29.94,40.42,47.31,EDM,110,EDM670158,"Bulk Foods & Wholesale Grocery>PASTA & SAUCES",https://test.tgp.crs/item_images/670158/670158.jpg,14.50,10.80,6.70,12,640,ML
"1 - GROCERY","PASTA & SAUCES","41 - PASTA SAUCES","100 - PASTA SAUCES VALUE CATELLI",931089,6420032720,064200327206,"CATELLI MEAT PASTA SAUCE",13.25,19.57,26.42,30.92,EDM,47,EDM931089,"Bulk Foods & Wholesale Grocery>PASTA & SAUCES",https://test.tgp.crs/item_images/931089/931089.jpg,12.10,9.10,4.50,12,398,ML
"1 - GROCERY","PASTA & SAUCES","41 - PASTA SAUCES","220 - PASTA SAUCES REGULAR CLASSICO",159772,5700033007,057000330071,"CLASSICO 4 CHSE PASTA SCE",27.54,42.02,56.73,66.39,EDM,161,EDM159772,"Bulk Foods & Wholesale Grocery>PASTA & SAUCES",https://test.tgp.crs/item_images/159772/159772.jpg,13.10,9.70,6.90,12,650,ML
"1 - GROCERY","PASTA & SAUCES","41 - PASTA SAUCES","230 - P.SAUCES REG CLASSICO ALFREDO",159905,5700033021,057000330217,"CLASSICO ALFRD 4 CH SCE",18.78,41.76,56.38,65.98,EDM,0,EDM159905,"Bulk Foods & Wholesale Grocery>PASTA & SAUCES",https://test.tgp.crs/item_images/159905/159905.jpg,11.80,8.60,5.80,12,410,ML
"1 - GROCERY","PASTA & SAUCES","41 - PASTA SAUCES","230 - P.SAUCES REG CLASSICO ALFREDO",159897,5700033020,057000330200,"CLASSICO ALFRD GARL SCE",18.78,41.76,56.38,65.98,EDM,0,EDM159897,"Bulk Foods & Wholesale Grocery>PASTA & SAUCES",https://test.tgp.crs/item_images/159897/159897.jpg,11.80,8.60,5.80,12,410,ML
"1 - GROCERY","PASTA & SAUCES","41 - PASTA SAUCES","230 - P.SAUCES REG CLASSICO ALFREDO",159921,5700033024,057000330248,"CLASSICO ALFRD MUSH SCE",18.70,41.76,56.38,65.98,EDM,0,EDM159921,"Bulk Foods & Wholesale Grocery>PASTA & SAUCES",https://test.tgp.crs/item_images/159921/159921.jpg,11.80,8.60,5.80,12,410,ML
"1 - GROCERY","PASTA & SAUCES","41 - PASTA SAUCES","230 - P.SAUCES REG CLASSICO ALFREDO",159871,5700033019,057000330194,"CLASSICO ALFRD PASTA SCE",18.70,41.76,56.38,65.98,EDM,0,EDM159871,"Bulk Foods & Wholesale Grocery>PASTA & SAUCES",https://test.tgp.crs/item_images/159871/159871.jpg,11.80,8.60,5.80,12,410,ML
"1 - GROCERY","PASTA & SAUCES","41 - PASTA SAUCES","220 - PASTA SAUCES REGULAR CLASSICO",159822,5700033015,057000330156,"CLASSICO BASIL MARNRA SCE",27.54,42.02,56.73,66.39,EDM,108,EDM159822,"Bulk Foods & Wholesale Grocery>PASTA & SAUCES",https://test.tgp.crs/item_images/159822/159822.jpg,13.10,9.70,6.90,12,650,ML
"1 - GROCERY","PASTA & SAUCES","41 - PASTA SAUCES","220 - PASTA SAUCES REGULAR CLASSICO",198598,5700003717,057000037178,"CLASSICO BOLOGNESE SCE",27.38,42.02,56.73,66.39,EDM,36,EDM198598,"Bulk Foods & Wholesale Grocery>PASTA & SAUCES",https://test.tgp.crs/item_images/198598/198598.jpg,13.10,9.70,6.80,12,650,ML
"1 - GROCERY","PASTA & SAUCES","41 - PASTA SAUCES","610 - PASTA SAUCES BRUSCHETTA CLASSICO",512301,5700007602,057000076023,"CLASSICO BRSHT TOM/BASL",16.54,41.70,56.3,65.89,EDM,32,EDM512301,"Bulk Foods & Wholesale Grocery>PASTA & SAUCES",https://test.tgp.crs/item_images/512301/512301.jpg,12.40,9.20,5.10,12,380,ML
"1 - GROCERY","PASTA & SAUCES","41 - PASTA SAUCES","610 - PASTA SAUCES BRUSCHETTA CLASSICO",512319,5700007603,057000076030,"CLASSICO BRUSCHETTA GAR",16.54,41.70,56.3,65.89,EDM,111,EDM512319,"Bulk Foods & Wholesale Grocery>PASTA & SAUCES",https://test.tgp.crs/item_images/512319/512319.jpg,12.40,9.20,5.10,12,380,ML
"1 - GROCERY","PASTA & SAUCES","41 - PASTA SAUCES","220 - PASTA SAUCES REGULAR CLASSICO",159624,5700033000,057000330002,"CLASSICO ITAL SAUG PPER",27.60,42.02,56.73,66.39,EDM,6,EDM159624,"Bulk Foods & Wholesale Grocery>PASTA & SAUCES",https://test.tgp.crs/item_images/159624/159624.jpg,13.10,9.70,6.90,12,650,ML
"1 - GROCERY","PASTA & SAUCES","41 - PASTA SAUCES","230 - P.SAUCES REG CLASSICO ALFREDO",760652,5700033620,057000336202,"CLASSICO LIGHT ALFREDO",18.70,41.76,56.38,65.98,EDM,0,EDM760652,"Bulk Foods & Wholesale Grocery>PASTA & SAUCES",https://test.tgp.crs/item_images/760652/760652.jpg,11.80,8.60,5.80,12,410,ML
"1 - GROCERY","PASTA & SAUCES","41 - PASTA SAUCES","225 - PASTA SAUCES ORGANIC CLASSICO",2441004,5700000105,057000001056,"CLASSICO ORG TOMATO GAR",27.18,45.84,61.88,72.43,EDM,62,EDM2441004,"Bulk Foods & Wholesale Grocery>PASTA & SAUCES",https://test.tgp.crs/item_images/2441004/2441004.jpg,12.70,9.50,6.80,12,650,ML
"1 - GROCERY","PASTA & SAUCES","41 - PASTA SAUCES","225 - PASTA SAUCES ORGANIC CLASSICO",620567,5700003782,057000037826,"CLASSICO ORGANIC MARINARA SCE",26.54,45.82,61.86,72.4,EDM,22,EDM620567,"Bulk Foods & Wholesale Grocery>PASTA & SAUCES",https://test.tgp.crs/item_images/620567/620567.jpg,13.10,9.70,6.90,12,650,ML
"1 - GROCERY","PASTA & SAUCES","41 - PASTA SAUCES","500 - PASTA SAUCES PESTO CLASSICO",207860,5700033618,057000336189,"CLASSICO PESTO BASIL",10.84,41.53,56.07,65.62,EDM,79,EDM207860,"Bulk Foods & Wholesale Grocery>PASTA & SAUCES",https://test.tgp.crs/item_images/207860/207860.jpg,12.10,9.10,3.60,12,218,ML
"1 - GROCERY","PASTA & SAUCES","41 - PASTA SAUCES","500 - PASTA SAUCES PESTO CLASSICO",207878,5700033619,057000336196,"CLASSICO PESTO SNDRD TOM",10.84,41.53,56.07,65.62,EDM,37,EDM207878,"Bulk Foods & Wholesale Grocery>PASTA & SAUCES",https://test.tgp.crs/item_images/207878/207878.jpg,12.10,9.10,3.60,12,218,ML
"1 - GROCERY","PASTA & SAUCES","41 - PASTA SAUCES","220 - PASTA SAUCES REGULAR CLASSICO",159764,5700033006,057000330064,"CLASSICO RED PPR PSTA SCE",27.54,42.02,56.73,66.39,EDM,60,EDM159764,"Bulk Foods & Wholesale Grocery>PASTA & SAUCES",https://test.tgp.crs/item_images/159764/159764.jpg,13.10,9.70,6.90,12,650,ML
"1 - GROCERY","PASTA & SAUCES","41 - PASTA SAUCES","325 - P.SAUCES PREMIUM CLASSICO RISERVA",2441020,5700000102,057000001025,"CLASSICO RISERVA RST VEG",27.18,46.03,62.14,72.73,EDM,36,EDM2441020,"Bulk Foods & Wholesale Grocery>PASTA & SAUCES",https://test.tgp.crs/item_images/2441020/2441020.jpg,12.70,9.50,6.80,12,650,ML
"1 - GROCERY","PASTA & SAUCES","41 - PASTA SAUCES","325 - P.SAUCES PREMIUM CLASSICO RISERVA",617464,5700003786,057000037864,"CLASSICO RISRV GARLIC SCE",26.54,46.01,62.11,72.7,EDM,67,EDM617464,"Bulk Foods & Wholesale Grocery>PASTA & SAUCES",https://test.tgp.crs/item_images/617464/617464.jpg,13.20,9.80,7.20,12,650,ML
"1 - GROCERY","PASTA & SAUCES","41 - PASTA SAUCES","325 - P.SAUCES PREMIUM CLASSICO RISERVA",617076,5700003783,057000037833,"CLASSICO RISRVA ARRABIATA SCE",26.90,46.02,62.13,72.71,EDM,29,EDM617076,"Bulk Foods & Wholesale Grocery>PASTA & SAUCES",https://test.tgp.crs/item_images/617076/617076.jpg,13.20,9.80,7.20,12,650,ML
"1 - GROCERY","PASTA & SAUCES","41 - PASTA SAUCES","325 - P.SAUCES PREMIUM CLASSICO RISERVA",617183,5700003784,057000037840,"CLASSICO RISVA MARINARA   SCE",26.54,46.01,62.11,72.7,EDM,56,EDM617183,"Bulk Foods & Wholesale Grocery>PASTA & SAUCES",https://test.tgp.crs/item_images/617183/617183.jpg,13.20,9.80,7.20,12,650,ML
"1 - GROCERY","PASTA & SAUCES","41 - PASTA SAUCES","230 - P.SAUCES REG CLASSICO ALFREDO",927285,5700003460,057000034603,"CLASSICO ROSEE PASTA SCE",18.53,41.76,56.38,65.98,EDM,38,EDM927285,"Bulk Foods & Wholesale Grocery>PASTA & SAUCES",https://test.tgp.crs/item_images/927285/927285.jpg,11.80,8.60,5.80,12,410,ML
"1 - GROCERY","PASTA & SAUCES","41 - PASTA SAUCES","220 - PASTA SAUCES REGULAR CLASSICO",760660,5700033008,057000330088,"CLASSICO RST GARLC/ONION",27.54,42.02,56.73,66.39,EDM,107,EDM760660,"Bulk Foods & Wholesale Grocery>PASTA & SAUCES",https://test.tgp.crs/item_images/760660/760660.jpg,13.10,9.70,6.90,12,650,ML
"1 - GROCERY","PASTA & SAUCES","41 - PASTA SAUCES","220 - PASTA SAUCES REGULAR CLASSICO",159657,5700033001,057000330019,"CLASSICO RST TOM/GARL SCE",27.54,42.02,56.73,66.39,EDM,91,EDM159657,"Bulk Foods & Wholesale Grocery>PASTA & SAUCES",https://test.tgp.crs/item_images/159657/159657.jpg,13.10,9.70,6.90,12,650,ML
"1 - GROCERY","PASTA & SAUCES","41 - PASTA SAUCES","220 - PASTA SAUCES REGULAR CLASSICO",159814,5700033012,057000330125,"CLASSICO SPINCH/CHS SCE",27.54,42.02,56.73,66.39,EDM,110,EDM159814,"Bulk Foods & Wholesale Grocery>PASTA & SAUCES",https://test.tgp.crs/item_images/159814/159814.jpg,13.10,9.70,6.90,12,650,ML
"1 - GROCERY","PASTA & SAUCES","41 - PASTA SAUCES","220 - PASTA SAUCES REGULAR CLASSICO",159699,5700033004,057000330040,"CLASSICO TOM/BASIL PASTA  SCE",27.60,42.02,56.73,66.39,EDM,121,EDM159699,"Bulk Foods & Wholesale Grocery>PASTA & SAUCES",https://test.tgp.crs/item_images/159699/159699.jpg,13.10,9.70,6.90,12,650,ML
"1 - GROCERY","PASTA & SAUCES","41 - PASTA SAUCES","395 - P.SAUCES PREMIUM CUCINA ANTICA",467480,67729499127,677294991279,"CUCINA GARLC MARINARA SCE   670ML",27.55,71.07,95.94,112.29,CAL,20,CAL467480,"Bulk Foods & Wholesale Grocery>PASTA & SAUCES",https://test.tgp.crs/item_images/467480/467480.jpg,13.90,10.90,6.40,12,670,ML
"1 - GROCERY","PASTA & SAUCES","41 - PASTA SAUCES","395 - P.SAUCES PREMIUM CUCINA ANTICA",467472,67729499126,677294991262,"CUCINA TOM/BASIL SCE 670",27.55,71.07,95.94,112.29,CAL,23,CAL467472,"Bulk Foods & Wholesale Grocery>PASTA & SAUCES",https://test.tgp.crs/item_images/467472/467472.jpg,13.90,10.90,6.40,12,670,ML
"1 - GROCERY","PASTA & SAUCES","41 - PASTA SAUCES","315 - PASTA SAUCES PREMIUM FODY",6238802,62805575880,628055758808,"FODY MARINARA SAUCE",11.16,25.69,34.68,40.59,CAL,85,CAL6238802,"Bulk Foods & Wholesale Grocery>PASTA & SAUCES",https://test.tgp.crs/item_images/6238802/6238802.jpg,5.80,6.50,9.80,6,550,GR
"1 - GROCERY","PASTA & SAUCES","41 - PASTA SAUCES","315 - PASTA SAUCES PREMIUM FODY",6238810,62805575881,628055758815,"FODY TOMATO BASIL SAUCE",11.16,25.69,34.68,40.59,CAL,87,CAL6238810,"Bulk Foods & Wholesale Grocery>PASTA & SAUCES",https://test.tgp.crs/item_images/6238810/6238810.jpg,5.80,6.50,9.80,6,550,GR
"1 - GROCERY","PASTA & SAUCES","41 - PASTA SAUCES","110 - PASTA SAUCES VALUE HUNTS",146605,5880742286,058807422860,"HUNT THK/RCH GARL RIVIERA SCE",22.35,15.99,21.59,25.26,EDM,211,EDM146605,"Bulk Foods & Wholesale Grocery>PASTA & SAUCES",https://test.tgp.crs/item_images/146605/146605.jpg,13.70,10.30,5.80,12,680,ML
"1 - GROCERY","PASTA & SAUCES","41 - PASTA SAUCES","110 - PASTA SAUCES VALUE HUNTS",147256,5880742372,058807423720,"HUNT THK/RCH MUSH/BAS     VEG SCE",22.35,15.99,21.59,25.26,EDM,53,EDM147256,"Bulk Foods & Wholesale Grocery>PASTA & SAUCES",https://test.tgp.crs/item_images/147256/147256.jpg,13.70,10.30,5.80,12,680,ML
"1 - GROCERY","PASTA & SAUCES","41 - PASTA SAUCES","110 - PASTA SAUCES VALUE HUNTS",146340,5880742285,058807422853,"HUNT THK/RCH RED PPR ZEST ITL SCE",22.35,15.99,21.59,25.26,EDM,107,EDM146340,"Bulk Foods & Wholesale Grocery>PASTA & SAUCES",https://test.tgp.crs/item_images/146340/146340.jpg,13.30,10.30,5.80,12,680,ML
"1 - GROCERY","PASTA & SAUCES","41 - PASTA SAUCES","110 - PASTA SAUCES VALUE HUNTS",145623,5880742283,058807422839,"HUNT THK/RICH 4 CHSE ITAL PASTA SC",22.50,15.99,21.59,25.26,EDM,179,EDM145623,"Bulk Foods & Wholesale Grocery>PASTA & SAUCES",https://test.tgp.crs/item_images/145623/145623.jpg,13.70,10.30,5.80,12,680,ML
"1 - GROCERY","PASTA & SAUCES","41 - PASTA SAUCES","110 - PASTA SAUCES VALUE HUNTS",145508,5880742281,058807422815,"HUNT THK/RICH ORIG PASTA  SCE",22.35,15.99,21.59,25.26,EDM,473,EDM145508,"Bulk Foods & Wholesale Grocery>PASTA & SAUCES",https://test.tgp.crs/item_images/145508/145508.jpg,13.70,10.30,5.80,12,680,ML
"1 - GROCERY","PASTA & SAUCES","41 - PASTA SAUCES","520 - PASTA SAUCES PESTO MARTELLI",123596,87613100118,876131001182,"MARTELLI ARUGULA PESTO",6.61,40.24,54.32,63.58,CAL,29,CAL123596,"Bulk Foods & Wholesale Grocery>PASTA & SAUCES",https://test.tgp.crs/item_images/123596/123596.jpg,11.00,8.20,3.90,12,212,ML
"1 - GROCERY","PASTA & SAUCES","41 - PASTA SAUCES","700 - PASTA SAUCES OTHER MARTELLI",123679,87613100125,876131001250,"MARTELLI GARLIC CREAM",4.75,40.19,54.26,63.5,CAL,36,CAL123679,"Bulk Foods & Wholesale Grocery>PASTA & SAUCES",https://test.tgp.crs/item_images/123679/123679.jpg,10.80,8.20,3.90,12,212,ML
"1 - GROCERY","PASTA & SAUCES","41 - PASTA SAUCES","700 - PASTA SAUCES OTHER MARTELLI",123729,87613100124,876131001243,"MARTELLI HOT PEPPER CREAM",4.75,40.19,54.26,63.5,CAL,8,CAL123729,"Bulk Foods & Wholesale Grocery>PASTA & SAUCES",https://test.tgp.crs/item_images/123729/123729.jpg,10.80,8.20,3.90,12,212,ML
"1 - GROCERY","PASTA & SAUCES","41 - PASTA SAUCES","520 - PASTA SAUCES PESTO MARTELLI",430082,87613100120,876131001205,"MARTELLI PESTO GENOVESE",6.61,40.24,54.32,63.58,CAL,22,CAL430082,"Bulk Foods & Wholesale Grocery>PASTA & SAUCES",https://test.tgp.crs/item_images/430082/430082.jpg,11.00,8.20,3.90,12,212,ML
"1 - GROCERY","PASTA & SAUCES","41 - PASTA SAUCES","345 - PASTA SAUCES PREMIUM MEZZETTA",2469393,7321400945,073214009459,"MEZ NAPA GARLIC&ONION SCE",14.50,30.09,40.62,47.54,CAL,102,CAL2469393,"Bulk Foods & Wholesale Grocery>PASTA & SAUCES",https://test.tgp.crs/item_images/2469393/2469393.jpg,10.40,7.20,6.90,6,709,ML
"1 - GROCERY","PASTA & SAUCES","41 - PASTA SAUCES","345 - PASTA SAUCES PREMIUM MEZZETTA",2469369,7321400948,073214009480,"MEZ NAPA MARINRA SCE",14.50,30.09,40.62,47.54,CAL,174,CAL2469369,"Bulk Foods & Wholesale Grocery>PASTA & SAUCES",https://test.tgp.crs/item_images/2469369/2469369.jpg,10.40,7.20,6.90,6,709,ML
"1 - GROCERY","PASTA & SAUCES","41 - PASTA SAUCES","345 - PASTA SAUCES PREMIUM MEZZETTA",2469377,7321400947,073214009473,"MEZ NAPA TOMATO&BASIL SCE",14.50,30.09,40.62,47.54,CAL,106,CAL2469377,"Bulk Foods & Wholesale Grocery>PASTA & SAUCES",https://test.tgp.crs/item_images/2469377/2469377.jpg,10.40,7.20,6.90,6,709,ML
"1 - GROCERY","PASTA & SAUCES","41 - PASTA SAUCES","270 - PASTA SAUCES REGULAR NEWMANS OWN",770024,2066200456,020662004567,"NEWMANS OWN MARINARA SCE",20.00,32.36,43.69,51.13,CAL,175,CAL770024,"Bulk Foods & Wholesale Grocery>PASTA & SAUCES",https://test.tgp.crs/item_images/770024/770024.jpg,12.30,9.30,5.90,12,645,ML
"1 - GROCERY","PASTA & SAUCES","41 - PASTA SAUCES","270 - PASTA SAUCES REGULAR NEWMANS OWN",770362,2066200457,020662004574,"NEWMANS SOCKAROONI SCE",20.00,32.36,43.69,51.13,CAL,82,CAL770362,"Bulk Foods & Wholesale Grocery>PASTA & SAUCES",https://test.tgp.crs/item_images/770362/770362.jpg,12.30,9.30,5.90,12,645,ML
"1 - GROCERY","PASTA & SAUCES","41 - PASTA SAUCES","240 - PASTA SAUCES REGULAR PREGO",181529,6321102656,063211026566,"PREGO MUSH PASTA SAUCE",26.80,29.10,39.29,45.98,EDM,225,EDM181529,"Bulk Foods & Wholesale Grocery>PASTA & SAUCES",https://test.tgp.crs/item_images/181529/181529.jpg,13.90,10.20,6.50,12,645,ML
"1 - GROCERY","PASTA & SAUCES","41 - PASTA SAUCES","240 - PASTA SAUCES REGULAR PREGO",181560,6321106035,063211060355,"PREGO MUSH/GRN PPR SCE",26.85,29.10,39.29,45.98,EDM,285,EDM181560,"Bulk Foods & Wholesale Grocery>PASTA & SAUCES",https://test.tgp.crs/item_images/181560/181560.jpg,13.90,10.20,6.50,12,645,ML
"1 - GROCERY","PASTA & SAUCES","41 - PASTA SAUCES","245 - PASTA SAUCES REGULAR PREGO 1.75L",211110,6321104119,063211041194,"PREGO ORIGINAL PASTA SAUC",29.51,27.26,36.8,43.07,EDM,221,EDM211110,"Bulk Foods & Wholesale Grocery>PASTA & SAUCES",https://test.tgp.crs/item_images/211110/211110.jpg,15.30,10.10,8.90,6,1.75,LT
"1 - GROCERY","PASTA & SAUCES","41 - PASTA SAUCES","240 - PASTA SAUCES REGULAR PREGO",181511,6321102654,063211026542,"PREGO ORIGINAL PASTA SC",26.80,29.10,39.29,45.98,EDM,495,EDM181511,"Bulk Foods & Wholesale Grocery>PASTA & SAUCES",https://test.tgp.crs/item_images/181511/181511.jpg,13.90,10.20,6.50,12,645,ML
"1 - GROCERY","PASTA & SAUCES","41 - PASTA SAUCES","240 - PASTA SAUCES REGULAR PREGO",181545,6321106036,063211060362,"PREGO TOM/ON/GARLIC SCE",27.16,29.11,39.3,45.99,EDM,465,EDM181545,"Bulk Foods & Wholesale Grocery>PASTA & SAUCES",https://test.tgp.crs/item_images/181545/181545.jpg,13.90,10.20,6.50,12,645,ML
"1 - GROCERY","PASTA & SAUCES","41 - PASTA SAUCES","995 - PASTA SAUCES FOODSERVICE",372599,5590000384,055900003842,"PRIMO SAUCE PASTA ORIG",44.65,34.09,46.02,53.86,EDM,42,EDM372599,"Bulk Foods & Wholesale Grocery>PASTA & SAUCES",https://test.tgp.crs/item_images/372599/372599.jpg,19.00,12.50,7.00,6,2.84,LT
"1 - GROCERY","PASTA & SAUCES","41 - PASTA SAUCES","995 - PASTA SAUCES FOODSERVICE",859793,5590000665,055900006652,"PRIMO SAUCE ROMANC CHEESE & BASIL",45.12,34.92,47.14,55.17,EDM,43,EDM859793,"Bulk Foods & Wholesale Grocery>PASTA & SAUCES",https://test.tgp.crs/item_images/859793/859793.jpg,19.00,12.50,7.00,6,2.84,LT
"1 - GROCERY","PASTA & SAUCES","41 - PASTA SAUCES","310 - PASTA SAUCES PREMIUM OCEANS",651844,6530230002,065302300029,"WORLD CUISINE ARRABIATA   SAUCE",11.24,17.69,23.88,27.95,EDM,23,EDM651844,"Bulk Foods & Wholesale Grocery>PASTA & SAUCES",https://test.tgp.crs/item_images/651844/651844.jpg,10.00,6.60,5.70,6,530,ML
