"Major Department","Minor Department","Major Category","Minor Category",Item,UPC,"UPC Fixed",Description,"Case (LBS)","Landed Cost","Sale Price","Regular Price",Code,Stock,SKU,Category,Images,l,w,h,Pack,Size,Measure
"1 - GROCERY","ETHNIC FOODS","80 - BRITISH","100 - BRITISH CONDIMENTS BRANSTON PICKELS",2444511,506033650502,506033650502,"BRANSTON ORIGINAL PICKLE",4.80,22.54,30.43,35.61,CAL,20,CAL2444511,"Bulk Foods & Wholesale Grocery>ETHNIC FOODS",,13.80,6.40,7.10,6,360,GR
"1 - GROCERY","ETHNIC FOODS","85 - DUTCH","255 - DUTCH CONF KING",2481257,871460000660,871460000660,"KING PEPPERMINT 3PK",8.71,54.34,73.36,85.86,CAL,10,CAL2481257,"Bulk Foods & Wholesale Grocery>ETHNIC FOODS",,13.80,6.40,7.10,30,132,GR
"1 - GROCERY","SOFT DRINKS","61 - SOFT DRINKS-SPECIALTY","675 - SPECIALTY-BUDERIM 4PK",265504,85760500501,857605005011,"BUDERIM GINGER BEER 4X250",39.99,30.87,41.67,48.77,CAL,84,CAL265504,"Bulk Foods & Wholesale Grocery>SOFT DRINKS",https://test.tgp.crs/item_images/265504/265504.jpg,13.20,9.70,12.20,6,4,EA
"1 - GROCERY","SNACK FOODS","11 - POTATO SNACKS","505 - POTATO SNACK-PRINGLES 67-68G",580662,6410085261,064100852617,"PRINGLES ORIGINAL 67G",2.93,11.21,15.13,17.71,EDM,157,EDM580662,"Bulk Foods & Wholesale Grocery>SNACK FOODS",https://test.tgp.crs/item_images/580662/580662.jpg,12.80,9.50,4.90,12,67,GR
"1 - GROCERY","SNACK FOODS","43 - MICROWAVE POPCORN","201 - MICRO PCORN-ORVILLE 5-8'S",782946,5880748075,058807480754,"O.RDN MINI SMART 100 CAL  8 S",5.31,26.24,35.42,41.46,EDM,41,EDM782946,"Bulk Foods & Wholesale Grocery>SNACK FOODS",https://test.tgp.crs/item_images/782946/782946.jpg,13.10,6.70,9.20,6,248,GR
"1 - GROCERY","SNACK FOODS","61 - JERKY SNACK","550 - JERKY SNACK- NOBLE VEGAN JERKY",6238539,85133500093,851335000933,"NOBLE JERKY VEGN ORIGINAL",2.00,51.97,70.16,82.11,CAL,15,CAL6238539,"Bulk Foods & Wholesale Grocery>SNACK FOODS",,9.50,7.50,8.50,12,70,GR
"1 - GROCERY","SNACK FOODS","96 - SPECIALTY SALTY SNACKS","260 - BFY SNACKS- SPOKES",2411619,62643380808,626433808084,"SPOKES GF SEA SLT & PEP",2.12,33.07,44.64,52.25,CAL,63,CAL2411619,"Bulk Foods & Wholesale Grocery>SNACK FOODS",https://test.tgp.crs/item_images/2411619/2411619.jpg,11.60,19.80,12.10,12,80,GR
"1 - GROCERY","SPREADS & SYRUP","21 - HONEY","178 - HONEY CREAMED GRAMMA BEE 500G",6273379,72445700002,724457000023,"GRAMMA BEE HONEY",3.92,31.45,42.46,49.69,CAL,201,CAL6273379,"Bulk Foods & Wholesale Grocery>SPREADS & SYRUP",,7.90,5.90,3.90,6,500,GR
"1 - GROCERY","SPREADS & SYRUP","31 - PEANUT BUTTER","500 - PEANUT BUTTER ADAM NTRL 500G",2454106,5150070012,051500700129,"ADAMS 100% DK RST CRMY PB",20.67,40.92,55.24,64.65,EDM,30,EDM2454106,"Bulk Foods & Wholesale Grocery>SPREADS & SYRUP",https://test.tgp.crs/item_images/2454106/2454106.jpg,13.30,10.20,5.00,12,500,GR
"1 - GROCERY","SPREADS & SYRUP","51 - SYRUP","995 - SYRUP FOODSRV TABLE PORTION",696146,6073000006,060730000060,"LOG CABIN SYRUP TABLE  43 ML",17.06,20.84,28.13,32.93,EDM,25,EDM696146,"Bulk Foods & Wholesale Grocery>SPREADS & SYRUP",https://test.tgp.crs/item_images/696146/696146.jpg,10.90,8.00,10.20,1,120,PK
"1 - GROCERY","HOT BEVERAGES","11 - RST & GRD COFFEE","301 - R&G COFF PREM NAB 300G",684951,6020000182,060200001825,"NABOB GRD COLOMB SUM BAG",4.15,38.23,51.61,60.4,EDM,118,EDM684951,"Bulk Foods & Wholesale Grocery>HOT BEVERAGES::Coffee & Coffee Supplies>HOT BEVERAGES::Office & Breakroom>HOT BEVERAGES",https://test.tgp.crs/item_images/684951/684951.jpg,9.20,9.50,10.30,6,300,GR
"1 - GROCERY","HOT BEVERAGES","21 - WHOLE BEAN COFFEE","320 - WHLBN COF S.PREM ETH BN 340G",458620,84163182601,841631826016,"ETHICAL BEAN WHL LUSH ORG",4.84,56.68,76.52,89.55,EDM,22,EDM458620,"Bulk Foods & Wholesale Grocery>HOT BEVERAGES::Coffee & Coffee Supplies>HOT BEVERAGES::Office & Breakroom>HOT BEVERAGES",https://test.tgp.crs/item_images/458620/458620.jpg,11.80,6.20,9.00,6,340,GR
"1 - GROCERY","HOT BEVERAGES","61 - TEA BLACK","200 - BLACK TEA FLAVOURED STASH",942276,7765208279,077652082791,"STASH TEA BLK  CHAI SPICE DECF",1.30,16.42,22.17,25.94,EDM,125,EDM942276,"Bulk Foods & Wholesale Grocery>HOT BEVERAGES::Coffee & Coffee Supplies>HOT BEVERAGES::Office & Breakroom>HOT BEVERAGES",https://test.tgp.crs/item_images/942276/942276.jpg,9.50,5.70,5.70,6,18,EA
"1 - GROCERY","HOT BEVERAGES","71 - TEA SPECIALTY","130 - SPEC TEA GREEN STASH",118786,7765208221,077652082210,"STASH TEA HRB  CHAM",1.41,16.42,22.17,25.94,EDM,107,EDM118786,"Bulk Foods & Wholesale Grocery>HOT BEVERAGES::Coffee & Coffee Supplies>HOT BEVERAGES::Office & Breakroom>HOT BEVERAGES",https://test.tgp.crs/item_images/118786/118786.jpg,9.60,5.70,5.70,6,20,EA
"1 - GROCERY","HOT BEVERAGES","81 - HOT CHOC/CHOC SYRUP","996 - HOT CHOC FOODSERV PORTION",6264360,5500038358,055000383585,"CARNATION HOT CHOC LITE",11.55,15.53,20.97,24.54,EDM,10,EDM6264360,"Bulk Foods & Wholesale Grocery>HOT BEVERAGES::Coffee & Coffee Supplies>HOT BEVERAGES::Office & Breakroom>HOT BEVERAGES",,15.20,12.40,8.30,1,50,PK
"1 - GROCERY","HOT BEVERAGES","96 - MILK SUBSTITUTES","335 - MILK SUB ALMD-EARTHS OWN 946ML",701599,62602770011,626027700114,"EARTH OWN ALMD FRE ORG",28.06,26.60,35.91,42.03,CAL,35,CAL701599,"Bulk Foods & Wholesale Grocery>HOT BEVERAGES::Coffee & Coffee Supplies>HOT BEVERAGES::Office & Breakroom>HOT BEVERAGES",https://test.tgp.crs/item_images/701599/701599.jpg,14.40,7.40,7.90,12,946,ML
"1 - GROCERY",COOKIES,"11 - COOKIES-ADULT","279 - COOKIE AD BRK-CELEB 240G",2480630,6404200345,064042003450,"CELEB RASP/TRUFFLE COOKIE",6.24,33.77,45.59,53.36,EDM,47,EDM2480630,"Bulk Foods & Wholesale Grocery>COOKIES",https://test.tgp.crs/item_images/2480630/2480630.jpg,12.70,10.70,8.20,12,240,GR
"1 - GROCERY",COOKIES,"21 - COOKIES-ALL FAMILY","180 - COOKIE AF BR-DARE-ECONO",6259782,6334802991,063348029911,"DARE ECONO  SHORTBREAD",17.48,43.06,58.13,68.03,EDM,32,EDM6259782,"Bulk Foods & Wholesale Grocery>COOKIES",https://test.tgp.crs/item_images/6259782/6259782.jpg,23.40,12.10,9.40,24,280,GR
"1 - GROCERY",COOKIES,"31 - COOKIES-KIDS","110 - COOKIE KID BR-CHRISTIE SNK PK",2459683,6672100843,066721008435,"CHR MINIONS HONEY SNK PK",6.79,29.10,39.29,45.98,EDM,104,EDM2459683,"Bulk Foods & Wholesale Grocery>COOKIES",https://test.tgp.crs/item_images/2459683/2459683.jpg,19.50,12.30,7.70,12,180,GR
"1 - GROCERY","SNACK CRACKERS","11 - SNACK CRACKERS-ADULT","230 - SNKCRK-ADLT MCH DARE VEGGIE CRISPS",367540,5565364590,055653645900,"DARE VEGGIE CRP ZESTY RCH",4.43,30.01,40.51,47.42,EDM,48,EDM367540,"Bulk Foods & Wholesale Grocery>SNACK CRACKERS",https://test.tgp.crs/item_images/367540/367540.jpg,19.40,12.90,9.90,12,100,GR
"1 - GROCERY","SNACK CRACKERS","21 - SNACK CRACKERS-ALL FAMILY","240 - SNKCRK-AF MCH CHRIS RITZ 900",433334,6672101760,066721017604,"CHRISTIE RITZ CRACKER C.P.",16.75,42.03,56.74,66.41,EDM,94,EDM433334,"Bulk Foods & Wholesale Grocery>SNACK CRACKERS",https://test.tgp.crs/item_images/433334/433334.jpg,15.90,12.60,8.40,6,900,GR
"1 - GROCERY","SNACK CRACKERS","31 - SNACK CRACKERS-KIDS","120 - SNKCRK-KDS MCH GLDFSH 168-200",2464832,1410025294,014100252948,"GF MIX UPS EXTRM CHD PRTZ",5.84,30.95,41.78,48.9,EDM,35,EDM2464832,"Bulk Foods & Wholesale Grocery>SNACK CRACKERS",https://test.tgp.crs/item_images/2464832/2464832.jpg,16.00,8.90,7.90,12,180,GR
"1 - GROCERY",CONFECTIONERY,"11 - CHOCOLATE","340 - CHOC BAR-TABLET CADBURY",6299176,6120001612,061200016123,"CADBURY DMLK   CHOC INDUL",4.81,46.41,62.65,73.33,EDM,0,EDM6299176,"Bulk Foods & Wholesale Grocery>CONFECTIONERY",,10.00,3.20,7.00,21,95,GR
"1 - GROCERY",CONFECTIONERY,"21 - GUM","110 - GUM-SINGLE SERV MDLZ PELLET",203083,5770061772,057700617724,"TRIDENT PELLET VERY BRRY  SNGL",0.62,9.81,13.24,15.5,EDM,175,EDM203083,"Bulk Foods & Wholesale Grocery>CONFECTIONERY",https://test.tgp.crs/item_images/203083/203083.jpg,12.30,7.30,11.20,12,1,EA
"1 - GROCERY",CONFECTIONERY,"31 - MINTS","105 - MINTS-SINGLE SERV HERSHEY",500579,6800000936,068000009362,"HRSY ICEBRKR    FRST PPR   MNT",0.89,9.88,13.34,15.61,EDM,11,EDM500579,"Bulk Foods & Wholesale Grocery>CONFECTIONERY",https://test.tgp.crs/item_images/500579/500579.jpg,14.00,10.90,5.90,6,34,GR
"1 - GROCERY","CONES/TOPPINGS/FREEZE POPS","21 - TOPPINGS","997 - TOPPINGS-F/SERVICE MILK SHAKE",632737,6280254231,062802542317,"LYNCH MLKSHK SYRUP ORANGE",23.90,27.12,36.61,42.85,EDM,5,EDM632737,"Bulk Foods & Wholesale Grocery>CONES/TOPPINGS/FREEZE POPS",https://test.tgp.crs/item_images/632737/632737.jpg,11.70,6.00,12.20,2,4,LT
"1 - GROCERY","COLD CEREAL","15 - COLD CEREAL ADULT","390 - CLD CRL-ADULT FAMLY-KELL BRAN FLAKE",2435402,6410012227,064100122277,"KELL ALL BRAN FLAKES",25.50,52.96,71.5,83.68,EDM,42,EDM2435402,"Bulk Foods & Wholesale Grocery>COLD CEREAL",https://test.tgp.crs/item_images/2435402/2435402.jpg,14.20,20.00,16.00,12,765,GR
"1 - GROCERY","COLD CEREAL","25 - COLD CEREAL FAMILY","340 - CLD CRL-FMLY-FMLY-KELL MWHEAT",578922,6410077897,064100778979,"KELL M/W BROWN FAM",27.22,76.96,103.9,121.6,EDM,71,EDM578922,"Bulk Foods & Wholesale Grocery>COLD CEREAL",https://test.tgp.crs/item_images/578922/578922.jpg,18.90,15.90,13.20,14,700,GR
"1 - GROCERY","COLD CEREAL","35 - COLD CEREAL KIDS","280 - CLD  CRL-KIDS REG-POST KIDS",2449031,62815428002,628154280026,"POST OREO O S",13.80,55.50,74.93,87.69,EDM,16,EDM2449031,"Bulk Foods & Wholesale Grocery>COLD CEREAL",https://test.tgp.crs/item_images/2449031/2449031.jpg,19.90,15.70,11.70,14,311,GR
"1 - GROCERY",WRAPS,"11 - GARBAGE BAGS","520 - GARB BAGS GLAD KC 30-52",255455,6748910299,067489102991,"GLAD WHITE XSM 15L 17X20",12.23,68.47,92.43,108.18,EDM,136,EDM255455,"Bulk Foods & Wholesale Grocery>WRAPS",https://test.tgp.crs/item_images/255455/255455.jpg,13.70,8.90,13.90,12,52,EA
"1 - GROCERY",LAUNDRY,"11 - LAUNDRY DETERGENT","375 - LNDRY DET MONO GAIN 72'S",2400273,3700086792,037000867920,"GAIN LIQ FLINGS ORIG 72CT",18.60,74.64,100.76,117.93,EDM,63,EDM2400273,"Sanitation and janitorial>LAUNDRY",https://test.tgp.crs/item_images/2400273/2400273.jpg,19.30,9.30,9.60,4,72,EA
"1 - GROCERY",LAUNDRY,"21 - FABRIC SOFTENER-SHTS","505 - FABRC SOFT- SHTS SNUGGLE 120'S",6225577,7261345429,072613454297,"SNUGGLE SHEETS FRESH      120CT",4.67,31.66,42.74,50.02,EDM,16,EDM6225577,"Sanitation and janitorial>LAUNDRY",https://test.tgp.crs/item_images/6225577/6225577.jpg,9.60,13.40,10.80,6,120,EA
"1 - GROCERY",LAUNDRY,"71 - LAUNDRY ADDITIVES","800 - L. ADDITIVES SNUGGLE SCENT BOOSTER",2465011,2420003970,024200039707,"SNUGGLE SCENT BOOSTR LAV  BLSSM",4.65,21.56,29.11,34.06,EDM,32,EDM2465011,"Sanitation and janitorial>LAUNDRY",https://test.tgp.crs/item_images/2465011/2465011.jpg,7.00,6.00,10.00,4,439,GR
"1 - GROCERY",CONDIMENTS,"10 - KETCHUP","997 - KETCHUP-FOODSERVICE BULK",886499,5700000332,057000003326,"HEINZ KETCUHP VOL-PAK",30.30,30.37,41,47.98,EDM,17,EDM886499,"Bulk Foods & Wholesale Grocery>CONDIMENTS",https://test.tgp.crs/item_images/886499/886499.jpg,13.10,9.60,7.10,1,11.3,LT
"1 - GROCERY",CONDIMENTS,"20 - MUSTARD","996 - MUSTARD-FOODSERVICE PORTION",844464,75931801021,759318010217,"PC MUSTARD 7G",9.20,9.91,13.38,15.66,EDM,76,EDM844464,"Bulk Foods & Wholesale Grocery>CONDIMENTS",https://test.tgp.crs/item_images/844464/844464.jpg,13.20,9.50,11.20,1,500,PK
"1 - GROCERY",CONDIMENTS,"40 - BBQ SAUCE","510 - BBQ SAUCE-CATTLE BOYZ 490ML",2458875,62803910201,628039102016,"CATTLE BOYZ BBQ SCE",12.19,30.15,40.7,47.64,EDM,94,EDM2458875,"Bulk Foods & Wholesale Grocery>CONDIMENTS",https://test.tgp.crs/item_images/2458875/2458875.jpg,14.40,10.90,9.40,6,490,ML
"1 - GROCERY",CONDIMENTS,"60 - MEAT AND SEAFOOD SAUCES","570 - HOT SAUCE-LOUISIANA 177ML",563015,19029800057,190298000575,"LOUISIANA HOT  ORIG",10.49,21.95,29.63,34.68,EDM,34,EDM563015,"Bulk Foods & Wholesale Grocery>CONDIMENTS",https://test.tgp.crs/item_images/563015/563015.jpg,8.20,6.20,8.20,12,177,ML
"1 - GROCERY",CONDIMENTS,"70 - GRAVY & DRY SAUCES","130 - GRAVY-CLUBHOUSE 21-42GR",830042,6620090400,066200904005,"CH GRAVY CHKN 25% LESS    SALT",1.25,23.77,32.09,37.56,EDM,146,EDM830042,"Bulk Foods & Wholesale Grocery>CONDIMENTS",https://test.tgp.crs/item_images/830042/830042.jpg,5.00,4.20,6.20,18,25,GR
"1 - GROCERY",CLEANING,"11 - ROOM DEODORANTS","387 - RM DEOD GLADE LRG CANDLE",402636,6230071694,062300716944,"GLADE LRG CNDL  APLE CIN",5.00,22.09,29.82,34.9,EDM,56,EDM402636,"Sanitation and janitorial>CLEANING::Restaurant & Commercial>CLEANING",https://test.tgp.crs/item_images/402636/402636.jpg,11.60,4.00,4.90,3,1,EA
"1 - GROCERY",CLEANING,"21 - DISHWASHER PRODUCTS","320 - DISHWASHER MONO-FINISH 45-60CT",6264550,5170036779,051700367795,"FINISH QUANTUM  ULTIMATE  40CT",4.82,44.86,60.56,70.88,EDM,40,EDM6264550,"Sanitation and janitorial>CLEANING::Restaurant & Commercial>CLEANING",https://test.tgp.crs/item_images/6264550/6264550.jpg,11.50,7.90,7.60,3,40,EA
"1 - GROCERY",CLEANING,"26 - DISH DETERGENT","200 - DISH DET ULTRA SUNLIGHT 562ML",6211643,7261373925,072613739257,"SUNLIGHT DISH GREEN APPLE AB 562ML",11.86,22.40,30.24,35.39,EDM,62,EDM6211643,"Sanitation and janitorial>CLEANING::Restaurant & Commercial>CLEANING",https://test.tgp.crs/item_images/6211643/6211643.jpg,8.30,7.40,10.70,8,562,ML
"1 - GROCERY",CLEANING,"31 - HOUSEHOLD CLEANERS","238 - HSE CLEAN SPRY MICROBAN",6265425,3700048688,037000486886,"MICROBAN AERO  CITRUS",6.14,27.19,36.71,42.96,EDM,57,EDM6265425,"Sanitation and janitorial>CLEANING::Restaurant & Commercial>CLEANING",,8.10,5.40,9.00,6,354,GR
"1 - GROCERY",CLEANING,"71 - SURFACE CLEANERS","140 - SURF CLNR DRY SWIF CLOTH 32PK",420596,3700015849,037000158493,"SWFR DRY CLOTH  L&V CMFT  RFLS",1.89,35.08,47.36,55.43,EDM,32,EDM420596,"Sanitation and janitorial>CLEANING::Restaurant & Commercial>CLEANING",https://test.tgp.crs/item_images/420596/420596.jpg,11.60,9.60,6.30,4,32,EA
"1 - GROCERY",SOUP,"11 - CANNED SOUP CONDENSED","205 - CANNED SOUP COND CAMP 284ML",366229,6321119157,063211191578,"CAMP LIGHT TOMATO SP",9.32,20.06,27.08,31.69,EDM,243,EDM366229,"Bulk Foods & Wholesale Grocery>SOUP",https://test.tgp.crs/item_images/366229/366229.jpg,10.70,8.20,4.10,12,284,ML
"1 - GROCERY",SOUP,"21 - CANNED SOUP CHUNKY/RTS/HEARTY","200 - CAN SOUP CAMP CHUNKY 540ML",2416444,6321124549,063211245493,"CAMP CHUNKY    CREAM CHKN NOODLE",34.31,69.02,93.18,109.05,EDM,182,EDM2416444,"Bulk Foods & Wholesale Grocery>SOUP",https://test.tgp.crs/item_images/2416444/2416444.jpg,13.60,10.30,9.30,24,540,ML
"1 - GROCERY",SOUP,"31 - TETRA BROTH","220 - TETRA BROTH CAMP CONCENTRATE 250 ML",6300446,6321127713,063211277135,"CAMP CONCENTRATE CHICKEN  BROTH",14.53,55.07,74.34,87.01,EDM,55,EDM6300446,"Bulk Foods & Wholesale Grocery>SOUP",https://test.tgp.crs/item_images/6300446/6300446.jpg,12.10,8.50,5.80,24,250,ML
"1 - GROCERY",SOUP,"61 - DRY SOUP MIX","995 - DRY SOUP MIX FOODSERVICE",653220,6840026728,068400267287,"SDJ SOUP CRMY TOM&RED PPR GF",4.85,45.19,61.01,71.4,EDM,8,EDM653220,"Bulk Foods & Wholesale Grocery>SOUP",https://test.tgp.crs/item_images/653220/653220.jpg,15.10,6.80,6.60,4,486,GR
"1 - GROCERY","JUICES, DRINKS & POWDERS","11 - JUICE SINGLE SERVE","560 - JCE SSERV DRINK MMAID 200ML 8PK",2454411,5960006041,059600060419,"5 ALIVE CITRUS 8X200ML",15.65,11.60,15.66,18.33,EDM,124,EDM2454411,"Bulk Foods & Wholesale Grocery>JUICES, DRINKS & POWDERS",https://test.tgp.crs/item_images/2454411/2454411.jpg,12.90,8.80,4.40,4,8,EA
"1 - GROCERY","JUICES, DRINKS & POWDERS","22 - JUICE MULTI SERVE","455 - JCE MSERV 100% BLND 900ML-1L SRYPE",728246,5796102765,057961027652,"S/RYPE GRAPE 100% JUICE",25.26,20.29,27.39,32.06,EDM,123,EDM728246,"Bulk Foods & Wholesale Grocery>JUICES, DRINKS & POWDERS",https://test.tgp.crs/item_images/728246/728246.jpg,11.30,8.40,9.90,12,900,ML
"1 - GROCERY","JUICES, DRINKS & POWDERS","51 - JUICE WATER ENHANCERS","996 - JCE WTR ENHCR F/SERVICE SLUSH",743666,6618871142,066188711428,"KOOL-AID GRAPE SLUSHIE",16.69,47.27,63.81,74.69,EDM,24,EDM743666,"Bulk Foods & Wholesale Grocery>JUICES, DRINKS & POWDERS",https://test.tgp.crs/item_images/743666/743666.jpg,16.20,7.50,8.00,18,392,GR
"1 - GROCERY","PET FOOD","11 - CAT FOOD-CANNED","120 - CAT FD CANNED SM FANCY FEAST",619973,6500000996,065000009965,"F/FEAST WHTFSH TUNA",5.50,17.89,24.15,28.27,EDM,45,EDM619973,"Pet Food and Supplies>PET FOOD",https://test.tgp.crs/item_images/619973/619973.jpg,10.90,8.10,3.30,24,85,GR
"1 - GROCERY","PET FOOD","51 - DOG FOOD-CANNED","170 - DOG FD CAN SM NATURES RECIPE 78G",6298632,87180200458,871802004585,"NATURES RECIPE CHKN/DUCK   IN BROTH",2.64,18.50,24.98,29.23,EDM,0,EDM6298632,"Pet Food and Supplies>PET FOOD",,8.10,7.50,3.90,12,78,GR
"1 - GROCERY","PET FOOD","61 - DOG FOOD-DRY","205 - DOG FD DRY PEDIGREE 2.8KG",6270458,5849643516,058496435165,"PEDIGREE SMALL DOG BEEF",33.73,43.97,59.36,69.47,EDM,16,EDM6270458,"Pet Food and Supplies>PET FOOD",https://test.tgp.crs/item_images/6270458/6270458.jpg,10.90,24.10,9.90,5,2.8,KG
"1 - GROCERY","PET FOOD","71 - DOG TREATS","775 - DOG TREATS-MILK BONE SFT/CHWY CNSTR",2423283,87180200577,871802005773,"MILK BONE SFT & CHWY CHKN 708G",11.37,49.72,67.12,78.56,EDM,29,EDM2423283,"Pet Food and Supplies>PET FOOD",https://test.tgp.crs/item_images/2423283/2423283.jpg,13.90,9.90,7.40,6,708,GR
"1 - GROCERY","CANNED VEGETABLES","11 - CANNED BAKED BEANS","995 - CANNED BAKED BEANS FOODSERVICE",327445,5700005779,057000057794,"HEINZ BEANS DEEP BROWN W/ PORK",45.61,43.03,58.09,67.99,EDM,31,EDM327445,"Bulk Foods & Wholesale Grocery>CANNED VEGETABLES",https://test.tgp.crs/item_images/327445/327445.jpg,17.10,12.70,7.10,12,1.36,LT
"1 - GROCERY","CANNED VEGETABLES","71 - CANNED TOMATOES","995 - CANNED TOMATOES FOODSERVICE",925875,5590000760,055900007604,"PRIMO TOMATO DICED JUICE",43.55,30.14,40.69,47.62,EDM,8,EDM925875,"Bulk Foods & Wholesale Grocery>CANNED VEGETABLES",https://test.tgp.crs/item_images/925875/925875.jpg,18.50,12.20,7.00,6,2.84,LT
"1 - GROCERY","CANNED FRUIT","95 - APPLE SAUCE","605 - MATERNE GOGO SQUEEZE VARIETY PACK",6220321,84886004109,848860041098,"GOGO SQUEEZE 12 VAR APPLE  BANANA",16.73,39.65,53.53,62.65,EDM,60,EDM6220321,"Bulk Foods & Wholesale Grocery>CANNED FRUIT",https://test.tgp.crs/item_images/6220321/6220321.jpg,10.30,9.20,10.50,6,12,EA
"1 - GROCERY","RICE & GRAINS","11 - RICE","418 - RICE SPECIALTY LUNDBERG 454G",586479,7341600433,073416004337,"LUNDBERG WILD BLEND RICE",7.01,24.50,33.08,38.71,CAL,147,CAL586479,"Bulk Foods & Wholesale Grocery>RICE & GRAINS",https://test.tgp.crs/item_images/586479/586479.jpg,10.30,8.50,4.20,6,454,GR
"1 - GROCERY","RICE & GRAINS","31 - RICE SIDE DISHES","200 - RICE S.DISH PREM UB B.EXPRESS",823526,5849622310,058496223106,"UB BIST EXPRES BRN RSTCKN RICE",7.71,33.73,45.54,53.29,EDM,40,EDM823526,"Bulk Foods & Wholesale Grocery>RICE & GRAINS",https://test.tgp.crs/item_images/823526/823526.jpg,15.60,5.20,7.50,12,250,GR
"1 - GROCERY","PASTA & SAUCES","21 - PASTA DINNERS","330 - PASTA D PREM CRACKER BARREL BAKED",6255640,6810090134,068100901344,"CB OVN BKD SHRP CH DINR",4.32,17.30,23.36,27.33,EDM,181,EDM6255640,"Bulk Foods & Wholesale Grocery>PASTA & SAUCES",https://test.tgp.crs/item_images/6255640/6255640.jpg,11.00,6.60,7.50,5,349,GR
"1 - GROCERY","PASTA & SAUCES","31 - SIDE DISHES","350 - BCDISH TUNA REGULAR BC T.HELPER",495101,6563307068,065633070684,"BC TUNA HLP CRMY NOODLE",7.98,24.18,32.64,38.2,EDM,12,EDM495101,"Bulk Foods & Wholesale Grocery>PASTA & SAUCES",https://test.tgp.crs/item_images/495101/495101.jpg,11.90,9.90,8.10,12,233,GR
"1 - GROCERY","PASTA & SAUCES","41 - PASTA SAUCES","210 - PASTA SAUCES REGULAR CATELLI",670190,6420032788,064200327886,"CATELLI GRDN SEL TOMATO & BASIL",27.57,29.96,40.45,47.34,EDM,36,EDM670190,"Bulk Foods & Wholesale Grocery>PASTA & SAUCES",https://test.tgp.crs/item_images/670190/670190.jpg,14.50,10.80,6.70,12,640,ML
"1 - GROCERY","PASTA & SAUCES","95 - SPECIALTY","600 - SPECIALTY FISH RIZZOLI",6280226,800596051155,800596051155,"RIZZOLI GRILD TUNA FILLET   OIL",3.96,65.01,87.76,102.72,CAL,45,CAL6280226,"Bulk Foods & Wholesale Grocery>PASTA & SAUCES",,9.40,4.10,4.30,10,125,GR
"1 - GROCERY","HOT CEREAL","13 - HOT CEREAL INSTANT","135 - HT CER INST OAT STOKED 500G",113670,81854100014,818541000140,"STOKED OATS APHRODISIOATS  GF",8.59,47.82,64.56,75.56,CAL,19,CAL113670,"Bulk Foods & Wholesale Grocery>HOT CEREAL",https://test.tgp.crs/item_images/113670/113670.jpg,10.20,10.20,7.20,8,500,GR
"1 - GROCERY","SALAD DRESS PICKLES & CROUTONS","31 - PICKLES","350 - PICKLES BBY BIC SPEC MST 500ML",144311,5900000485,059000004853,"BICK SWEET MSTD PICKLES",19.99,44.85,60.55,70.86,EDM,17,EDM144311,"Bulk Foods & Wholesale Grocery>SALAD DRESS PICKLES & CROUTONS",https://test.tgp.crs/item_images/144311/144311.jpg,11.60,8.80,6.30,12,500,ML
"1 - GROCERY","SALAD DRESS PICKLES & CROUTONS","41 - PICKLED VEGETABLES","800 - PCKLD VEG ASPARAGUS FOSTERS 500ML",760520,8856600002,088566000023,"FOSTERS HOT&SPICY PICKLED ASPARAGUS",9.74,38.92,52.54,61.49,EDM,19,EDM760520,"Bulk Foods & Wholesale Grocery>SALAD DRESS PICKLES & CROUTONS",https://test.tgp.crs/item_images/760520/760520.jpg,8.90,5.70,6.40,6,500,ML
"1 - GROCERY","SALAD DRESS PICKLES & CROUTONS","51 - SPOONABLE DRESSINGS","995 - SPOONABLE DRESS FOODSERVICE",608984,6810044577,068100445770,"KRAFT MIRACLE WHIP",17.40,31.44,42.44,49.68,EDM,80,EDM608984,"Bulk Foods & Wholesale Grocery>SALAD DRESS PICKLES & CROUTONS",https://test.tgp.crs/item_images/608984/608984.jpg,6.30,11.70,11.50,2,3.78,LT
"1 - GROCERY","SALAD DRESS PICKLES & CROUTONS","61 - POURABLE DRESSINGS","210 - POUR DRESS-KRAFT 475ML",476440,6810004713,068100047134,"KR FF RANCH DRESSING",12.43,29.05,39.22,45.9,EDM,55,EDM476440,"Bulk Foods & Wholesale Grocery>SALAD DRESS PICKLES & CROUTONS",https://test.tgp.crs/item_images/476440/476440.jpg,10.50,6.80,8.80,10,475,ML
"1 - GROCERY","PORTABLE SNACKS","11 - GRANOLA SNACKS","300 - GRAN SNKS QKR CHEWY",2418002,5557710969,055577109694,"QKR CHWY CARAMEL CHOC",5.55,25.88,34.94,40.89,EDM,18,EDM2418002,"Bulk Foods & Wholesale Grocery>PORTABLE SNACKS",https://test.tgp.crs/item_images/2418002/2418002.jpg,11.60,9.80,6.20,12,156,GR
"1 - GROCERY","PORTABLE SNACKS","21 - FRUIT SNACKS","175 - FRT SNKS SUGAR FRUITSATIONS 32CT",371468,6563347692,065633476929,"MOTTS FRUITSATIONS 32CT",6.00,29.14,39.34,46.04,EDM,60,EDM371468,"Bulk Foods & Wholesale Grocery>PORTABLE SNACKS",https://test.tgp.crs/item_images/371468/371468.jpg,11.90,9.80,7.80,4,723,GR
