"Major Department","Minor Department","Major Category","Minor Category",Item,UPC,"UPC Fixed",Description,"Case (LBS)","Landed Cost","Sale Price","Regular Price",Code,Stock,SKU,Category,Images,l,w,h,Pack,Size,Measure
"1 - GROCERY","CANNED FISH & MEAT","51 - CANNED CLAMS","995 - CANNED CLAMS/NECTAR FOODSERVICE",2429496,5889702011,058897020113,"AKC NECTAR CLAM",35.00,56.20,75.87,88.8,EDM,10,EDM2429496,"Bulk Foods & Wholesale Grocery>CANNED FISH & MEAT",https://test.tgp.crs/item_images/2429496/2429496.jpg,17.00,12.50,7.00,12,1.31,LT
"1 - GROCERY","CANNED FISH & MEAT","61 - CANNED SEAFOOD","100 - CAN SEAFOOD BRUNSWICK SNACK 100G",973032,6661315509,066613155094,"BRUNSWICK SEAFD SNK TOM/B ASIL",5.48,27.47,37.08,43.4,EDM,70,EDM973032,"Bulk Foods & Wholesale Grocery>CANNED FISH & MEAT",https://test.tgp.crs/item_images/973032/973032.jpg,11.80,6.20,2.50,18,100,GR
"1 - GROCERY","CANNED FISH & MEAT","76 - CANNED PASTA","200 - CAN PASTA CHEF BOY 411G-425GR",248351,6414404306,064144043064,"CHEF BOYARDEE MINI        RAVIOLI",25.77,37.84,51.08,59.79,EDM,57,EDM248351,"Bulk Foods & Wholesale Grocery>CANNED FISH & MEAT",https://test.tgp.crs/item_images/248351/248351.jpg,12.20,9.10,9.10,24,425,GR
"1 - GROCERY","CANNED FISH & MEAT","81 - CANNED CHILLI","200 - CANNED CHILI STAGG 425G",143362,7110618234,071106182341,"STAGG DYNAMITE HOT CHILI",13.99,33.08,44.66,52.27,EDM,53,EDM143362,"Bulk Foods & Wholesale Grocery>CANNED FISH & MEAT",https://test.tgp.crs/item_images/143362/143362.jpg,12.20,9.20,4.70,12,425,GR
"1 - GROCERY","CANNED FISH & MEAT","86 - CANNED STEW","120 - CANNED STEW PURITAN 425G",182824,6414438000,064144380008,"PURITAN BEANS & WIENERS",25.99,52.78,71.25,83.39,EDM,21,EDM182824,"Bulk Foods & Wholesale Grocery>CANNED FISH & MEAT",https://test.tgp.crs/item_images/182824/182824.jpg,18.10,12.10,4.50,24,425,GR
"1 - GROCERY","CANNED VEGETABLES","11 - CANNED BAKED BEANS","300 - CAN BAKED BEANS HEINZ 398ML",110627,5700000703,057000007034,"HZ ORIG BEANS/TOM SAUCE NO MEAT",28.00,36.92,49.84,58.33,EDM,187,EDM110627,"Bulk Foods & Wholesale Grocery>CANNED VEGETABLES",https://test.tgp.crs/item_images/110627/110627.jpg,11.90,8.90,8.90,24,398,ML
"1 - GROCERY","CANNED VEGETABLES","13 - POUCH BAKED BEANS","100 - POUCH BAKED BEAN SEEDSOF CHAMGE 250",6253660,5849644370,058496443702,"SOC 3 BEAN    CHILI STYLE 250ML",3.79,18.04,24.35,28.5,EDM,11,EDM6253660,"Bulk Foods & Wholesale Grocery>CANNED VEGETABLES",https://test.tgp.crs/item_images/6253660/6253660.jpg,7.20,5.40,7.70,6,250,ML
"1 - GROCERY","CANNED VEGETABLES","36 - CANNED ARTICHOKE","115 - CANNED ARTICHOKE SCARPONES 170ML",895771,77746500400,777465004002,"SCARPONES ART HEART MAR",14.00,16.37,22.1,25.86,CAL,52,CAL895771,"Bulk Foods & Wholesale Grocery>CANNED VEGETABLES",https://test.tgp.crs/item_images/895771/895771.jpg,12.20,9.00,9.40,12,170,ML
"1 - GROCERY","CANNED VEGETABLES","66 - CANNED MUSHROOMS","300 - CAN MUSHROOMS MONEYS 284ML",418103,6445109380,064451093806,"MONEYS STD SLICED MUSHRM",9.50,21.17,28.58,33.45,EDM,493,EDM418103,"Bulk Foods & Wholesale Grocery>CANNED VEGETABLES",https://test.tgp.crs/item_images/418103/418103.jpg,10.60,8.20,4.00,12,284,ML
"1 - GROCERY","CANNED VEGETABLES","71 - CANNED TOMATOES","210 - CAN TOM AYLMER ACCENTS 540ML",940981,5880767381,058807673811,"AYL ACCT TOM ITALIAN",17.23,21.10,28.49,33.34,EDM,241,EDM940981,"Bulk Foods & Wholesale Grocery>CANNED VEGETABLES",https://test.tgp.crs/item_images/940981/940981.jpg,13.80,10.30,4.90,12,540,ML
"1 - GROCERY","CANNED FRUIT","11 - CANNED FRUIT COCKTAIL","310 - CAN FRUIT COCKTAIL DOLE 2.84L",964015,6525009082,065250090829,"DOLE TROPICAL FRUIT SALAD",46.03,53.85,72.7,85.08,EDM,27,EDM964015,"Bulk Foods & Wholesale Grocery>CANNED FRUIT",https://test.tgp.crs/item_images/964015/964015.jpg,18.40,12.40,6.90,6,2.84,LT
"1 - GROCERY","CANNED FRUIT","16 - CANNED PEACHES","310 - CAN PEACHES DEL MONTE 540ML",447870,6000010750,060000107505,"DM SLICE PEACHES PLASTIC",14.32,34.37,46.4,54.3,EDM,24,EDM447870,"Bulk Foods & Wholesale Grocery>CANNED FRUIT",https://test.tgp.crs/item_images/447870/447870.jpg,16.20,12.20,5.20,12,540,ML
"1 - GROCERY","CANNED FRUIT","65 - FRUIT POUCH","100 - DOLE FRUIT POUCHES",6273742,6525003181,065250031815,"DOLE FRUIT SALAD & CHERRY JAR 540ML",16.13,34.99,47.24,55.28,EDM,43,EDM6273742,"Bulk Foods & Wholesale Grocery>CANNED FRUIT",https://test.tgp.crs/item_images/6273742/6273742.jpg,16.00,12.00,5.10,12,540,ML
"1 - GROCERY","RICE & GRAINS","11 - RICE","996 - RICE FOODSERVICE REGULAR BULK",495028,6713120007,067131200075,"RICE LONG GRAIN 4% R.GRDN",40.79,20.89,28.2,33.01,EDM,145,EDM495028,"Bulk Foods & Wholesale Grocery>RICE & GRAINS",https://test.tgp.crs/item_images/495028/495028.jpg,24.00,12.90,5.50,1,18.1,KG
"1 - GROCERY","RICE & GRAINS","21 - INSTANT RICE","212 - INSTANT RICE MINUTE RICE 2.6KG",571802,5910000803,059100008034,"MINUTE RICE FAMILY PACK",38.66,48.05,64.87,75.92,EDM,0,EDM571802,"Bulk Foods & Wholesale Grocery>RICE & GRAINS",https://test.tgp.crs/item_images/571802/571802.jpg,23.20,11.90,11.70,6,2.6,KG
"1 - GROCERY","RICE & GRAINS","31 - RICE SIDE DISHES","180 - RICE S.DISH REGULAR RICE A RONI",125633,1530043502,015300435025,"RICE A RONI FRIED",5.46,16.23,21.91,25.64,EDM,254,EDM125633,"Bulk Foods & Wholesale Grocery>RICE & GRAINS",https://test.tgp.crs/item_images/125633/125633.jpg,11.80,5.10,6.80,12,177,GR
"1 - GROCERY","RICE & GRAINS","61 - GRAINS","100 - GRAINS QUINOA CASBAH",572453,7293480105,072934801053,"CASBAH QUINOA ORGANIC WHL GRAIN",5.99,39.73,53.64,62.77,CAL,37,CAL572453,"Bulk Foods & Wholesale Grocery>RICE & GRAINS",https://test.tgp.crs/item_images/572453/572453.jpg,13.50,6.70,7.10,12,200,GR
"1 - GROCERY","PASTA & SAUCES","12 - DRY PASTA","165 - D.PASTA DOMESTIC CATELLI 325-500GR",777441,6420011647,064200116473,"CATELLI R.C. MACARONI",24.22,39.87,53.82,62.99,EDM,59,EDM777441,"Bulk Foods & Wholesale Grocery>PASTA & SAUCES",https://test.tgp.crs/item_images/777441/777441.jpg,19.90,11.50,7.50,20,500,GR
"1 - GROCERY","PASTA & SAUCES","21 - PASTA DINNERS","220 - PASTA.D REG KRAFT DINNER",142224,6810005892,068100058925,"KR KD EXTRA CREAMY",12.25,39.39,53.18,62.24,EDM,151,EDM142224,"Bulk Foods & Wholesale Grocery>PASTA & SAUCES",https://test.tgp.crs/item_images/142224/142224.jpg,14.20,8.80,7.30,24,200,GR
"1 - GROCERY","PASTA & SAUCES","31 - SIDE DISHES","500 - S.DISH NOODLES REG LIPTON S.KICK",433987,6840001890,068400018902,"S/KICK PASTA BUTTER/HERB",2.88,12.78,17.25,20.19,EDM,433,EDM433987,"Bulk Foods & Wholesale Grocery>PASTA & SAUCES",https://test.tgp.crs/item_images/433987/433987.jpg,10.70,5.80,7.80,8,136,GR
"1 - GROCERY","PASTA & SAUCES","35 - INSTANT POTATOES","410 - INSTANT POT B.CROCKER MASHED",949081,6563307892,065633078925,"BC MASH POTATO RST GLIC",7.42,23.81,32.14,37.62,EDM,111,EDM949081,"Bulk Foods & Wholesale Grocery>PASTA & SAUCES",https://test.tgp.crs/item_images/949081/949081.jpg,11.90,9.90,8.10,12,215,GR
"1 - GROCERY","PASTA & SAUCES","41 - PASTA SAUCES","240 - PASTA SAUCES REGULAR PREGO",181545,6321106036,063211060362,"PREGO TOM/ON/GARLIC SCE",27.16,29.12,39.31,46.01,EDM,232,EDM181545,"Bulk Foods & Wholesale Grocery>PASTA & SAUCES",https://test.tgp.crs/item_images/181545/181545.jpg,13.90,10.20,6.50,12,645,ML
"1 - GROCERY","PASTA & SAUCES","51 - TOMATO SAUCE","220 - TOMATO SAUCE REG HUNTS 680ML",147447,5880739068,058807390688,"HUNTS ITALIAN TOMATO SCE",22.35,21.94,29.62,34.67,EDM,79,EDM147447,"Bulk Foods & Wholesale Grocery>PASTA & SAUCES",https://test.tgp.crs/item_images/147447/147447.jpg,13.70,10.30,5.80,12,680,ML
"1 - GROCERY","PASTA & SAUCES","61 - TOMATO PASTE","200 - TOMATO PASTE REG HUNTS 156ML",130278,5880738802,058807388029,"HUNTS TOM PASTE W/GARLIC",22.88,42.31,57.12,66.85,EDM,77,EDM130278,"Bulk Foods & Wholesale Grocery>PASTA & SAUCES",https://test.tgp.crs/item_images/130278/130278.jpg,13.10,8.80,7.10,48,156,ML
"1 - GROCERY","PASTA & SAUCES","65 - TOMATOES","340 - TOMATOES OTHER GAROFALO PEELED",123224,800013992024,800013992024,"GAROFALO PEELED TOMATOES",26.45,24.78,33.45,39.15,CAL,73,CAL123224,"Bulk Foods & Wholesale Grocery>PASTA & SAUCES",https://test.tgp.crs/item_images/123224/123224.jpg,16.10,12.20,4.90,12,796,ML
"1 - GROCERY","PASTA & SAUCES","71 - PIZZA SAUCE","220 - PIZZA SAUCE REGULAR CATELLI",394049,6420032740,064200327404,"CAT PIZZA SCE TOM/BASL",17.46,22.45,30.31,35.47,EDM,136,EDM394049,"Bulk Foods & Wholesale Grocery>PASTA & SAUCES",https://test.tgp.crs/item_images/394049/394049.jpg,12.90,9.50,5.00,12,398,ML
"1 - GROCERY","PASTA & SAUCES","81 - PIZZA MIXES/CRUSTS","240 - PIZZA MIX/CRUST REG DR OETKER 700G",6279947,5833605010,058336050107,"DR. OETKER PIZZAIOLO KIT",12.34,34.57,46.67,54.62,EDM,14,EDM6279947,"Bulk Foods & Wholesale Grocery>PASTA & SAUCES",https://test.tgp.crs/item_images/6279947/6279947.jpg,15.20,8.10,6.20,8,700,GR
"1 - GROCERY","PASTA & SAUCES","95 - SPECIALTY","530 - SPECIALTY COOKIES TRE MARIE WAFERS",6280671,800219000621,800219000621,"TRE MARIE WAFERS ALMOND",5.95,31.08,41.96,49.11,CAL,17,CAL6280671,"Bulk Foods & Wholesale Grocery>PASTA & SAUCES",,11.40,10.40,3.70,18,140,GR
"1 - GROCERY","HOT CEREAL","11 - HOT CEREAL STANDARD","230 - HOT CEREAL WHEAT PROD KRAFT",924936,7240001159,072400011597,"CRM OF WHEAT 3 MINUTES",21.16,32.53,43.92,51.4,EDM,141,EDM924936,"Bulk Foods & Wholesale Grocery>HOT CEREAL",https://test.tgp.crs/item_images/924936/924936.jpg,11.70,11.20,8.10,12,800,GR
"1 - GROCERY","HOT CEREAL","13 - HOT CEREAL INSTANT","120 - HT CER INST OAT QUAKER",6232896,5557711301,055577113011,"QKR RTS OATML REGULAR",9.58,34.28,46.28,54.16,EDM,66,EDM6232896,"Bulk Foods & Wholesale Grocery>HOT CEREAL",https://test.tgp.crs/item_images/6232896/6232896.jpg,10.10,9.80,8.10,12,280,GR
"1 - GROCERY","HOT CEREAL","15 - HOT CEREAL ORGANIC","700 - ORG HOT CEREAL NATURES PATH QIA",618660,5844932004,058449320043,"NP QIA ORIGINAL  GF",5.51,71.75,96.86,113.37,CAL,27,CAL618660,"Bulk Foods & Wholesale Grocery>HOT CEREAL",https://test.tgp.crs/item_images/618660/618660.jpg,12.20,5.50,8.40,10,225,GR
"1 - GROCERY","SALAD DRESS PICKLES & CROUTONS","11 - OLIVES - GREEN","310 - OLIVES GREEN STUFFED UNICO",434985,6780000499,067800004997,"UNICO STUFD MANZLLA OLIVE",17.19,24.89,33.6,39.33,EDM,83,EDM434985,"Bulk Foods & Wholesale Grocery>SALAD DRESS PICKLES & CROUTONS",https://test.tgp.crs/item_images/434985/434985.jpg,11.50,8.40,5.70,12,375,ML
"1 - GROCERY","SALAD DRESS PICKLES & CROUTONS","21 - OLIVES - BLACK","110 - OLIVES BLK WHOLE UNICO 375ML",469312,6780000375,067800003754,"UNICO KALAMATA OLIVES",16.53,38.93,52.56,61.51,EDM,44,EDM469312,"Bulk Foods & Wholesale Grocery>SALAD DRESS PICKLES & CROUTONS",https://test.tgp.crs/item_images/469312/469312.jpg,11.50,8.40,5.50,12,375,ML
"1 - GROCERY","SALAD DRESS PICKLES & CROUTONS","31 - PICKLES","370 - PICKLES BABY BICK 1L",732354,5900000434,059000004341,"BICK ULT GRLC BABY DILLS",38.60,48.75,65.81,77.03,EDM,59,EDM732354,"Bulk Foods & Wholesale Grocery>SALAD DRESS PICKLES & CROUTONS",https://test.tgp.crs/item_images/732354/732354.jpg,15.70,11.80,6.90,12,1,LT
"1 - GROCERY","SALAD DRESS PICKLES & CROUTONS","41 - PICKLED VEGETABLES","420 - PICKLED VEG BEET BICK 750ML",466300,5900000454,059000004549,"BICK SLICE PICKLD BEETS",30.29,35.15,47.45,55.54,EDM,52,EDM466300,"Bulk Foods & Wholesale Grocery>SALAD DRESS PICKLES & CROUTONS",https://test.tgp.crs/item_images/466300/466300.jpg,14.40,10.50,6.60,12,750,ML
"1 - GROCERY","SALAD DRESS PICKLES & CROUTONS","43 - PICKLED EGGS","100 - NANJO'S PICKLED EGGS 1L",6215669,62805594119,628055941194,"NANJO S PICKL EGG ONION",18.00,49.98,67.47,78.97,CAL,122,CAL6215669,"Bulk Foods & Wholesale Grocery>SALAD DRESS PICKLES & CROUTONS",https://test.tgp.crs/item_images/6215669/6215669.jpg,8.70,5.70,6.20,6,1,LT
"1 - GROCERY","SALAD DRESS PICKLES & CROUTONS","45 - POURABLE DRESSINGS VEGAN","105 - POURABLE DRESSINGS DAIYA 237ML",773184,87145900912,871459009124,"DAIYA BLUE CHEEZE GF",3.90,20.55,27.74,32.47,CAL,38,CAL773184,"Bulk Foods & Wholesale Grocery>SALAD DRESS PICKLES & CROUTONS",https://test.tgp.crs/item_images/773184/773184.jpg,1.50,3.50,7.50,6,237,ML
"1 - GROCERY","SALAD DRESS PICKLES & CROUTONS","51 - SPOONABLE DRESSINGS","220 - SPOON DRESS WHIP KRFT 475ML",620955,6810004757,068100047578,"KR MIRACLE WHIP DRSG",13.52,34.20,46.17,54.04,EDM,62,EDM620955,"Bulk Foods & Wholesale Grocery>SALAD DRESS PICKLES & CROUTONS",https://test.tgp.crs/item_images/620955/620955.jpg,12.60,9.50,5.20,12,475,ML
"1 - GROCERY","SALAD DRESS PICKLES & CROUTONS","61 - POURABLE DRESSINGS","210 - POUR DRESS-KRAFT 475ML",471250,6810004606,068100046069,"KR DRES 1000   ISLAND",12.08,29.04,39.2,45.88,EDM,67,EDM471250,"Bulk Foods & Wholesale Grocery>SALAD DRESS PICKLES & CROUTONS",https://test.tgp.crs/item_images/471250/471250.jpg,10.50,6.80,8.80,10,475,ML
"1 - GROCERY","SALAD DRESS PICKLES & CROUTONS","65 - POURABLE DRESSINGS ORGANIC","200 - POUR DRESS ORG DREW'S 360ML",2456085,79087422694,790874226940,"DREW S RST GAR PEPPER GF",8.37,26.89,36.3,42.49,CAL,10,CAL2456085,"Bulk Foods & Wholesale Grocery>SALAD DRESS PICKLES & CROUTONS",https://test.tgp.crs/item_images/2456085/2456085.jpg,7.50,5.30,7.90,6,360,ML
"1 - GROCERY","SALAD DRESS PICKLES & CROUTONS","71 - DRY SALAD DRESSING","100 - DRY DRESS-SALAD N DIPS 28G",959460,6620000708,066200007089,"SALADS N DIPS CRY DILL GF",0.94,11.89,16.05,18.79,EDM,83,EDM959460,"Bulk Foods & Wholesale Grocery>SALAD DRESS PICKLES & CROUTONS",https://test.tgp.crs/item_images/959460/959460.jpg,5.00,4.20,6.20,12,28,GR
"1 - GROCERY","SALAD DRESS PICKLES & CROUTONS","81 - CROUTONS","300 - CROUTONS-MRS CUB 142G",533232,7471408616,074714086162,"MRS  CUBB CAESAR CROUTN   BAG",2.57,16.71,22.56,26.4,CAL,66,CAL533232,"Bulk Foods & Wholesale Grocery>SALAD DRESS PICKLES & CROUTONS",https://test.tgp.crs/item_images/533232/533232.jpg,19.70,8.70,8.70,8,142,GR
"1 - GROCERY","PORTABLE SNACKS","11 - GRANOLA SNACKS","226 - GRAN SNK GEN MILL NV SWT&SLTY",6256127,6563315736,065633157361,"NV SWT/SLTY DRK CHOC BAR",6.52,40.56,54.76,64.08,EDM,107,EDM6256127,"Bulk Foods & Wholesale Grocery>PORTABLE SNACKS",https://test.tgp.crs/item_images/6256127/6256127.jpg,11.60,10.00,6.50,12,210,GR
"1 - GROCERY","PORTABLE SNACKS","15 - GRANOLA SNACKS ORGANIC","300 - GRAN SNK ORG MADE GOOD BALLS 96G",2468130,68745621301,687456213019,"MADE GOOD BARS CHOC  ORG  GF",2.20,17.56,23.71,27.74,CAL,48,CAL2468130,"Bulk Foods & Wholesale Grocery>PORTABLE SNACKS",https://test.tgp.crs/item_images/2468130/2468130.jpg,14.40,5.90,6.70,6,120,GR
"1 - GROCERY","PORTABLE SNACKS","21 - FRUIT SNACKS","160 - FRT SNKS SUGAR BC SML PK",338905,6563343945,065633439450,"BC SCOOBY DOO SNK",6.19,29.95,40.43,47.32,EDM,141,EDM338905,"Bulk Foods & Wholesale Grocery>PORTABLE SNACKS",https://test.tgp.crs/item_images/338905/338905.jpg,12.10,9.20,7.90,10,226,GR
"1 - GROCERY","PORTABLE SNACKS","31 - CEREAL BARS","100 - CEREAL BARS KELLOG NUTRIGRAIN",824763,6410028302,064100283022,"KELL NUTRI RASP CEREAL BR 8EA",10.09,34.54,46.63,54.57,EDM,31,EDM824763,"Bulk Foods & Wholesale Grocery>PORTABLE SNACKS",https://test.tgp.crs/item_images/824763/824763.jpg,15.90,9.90,6.70,12,295,GR
"1 - GROCERY","PORTABLE SNACKS","37 - NATURAL SNACK BARS","220 - NAT SNK BARS SINGLE LARABAR",153536,2190850939,021908509396,"LARABAR PEANUT BUT CHOC   CHIP",7.58,18.85,25.45,29.78,EDM,101,EDM153536,"Bulk Foods & Wholesale Grocery>PORTABLE SNACKS",https://test.tgp.crs/item_images/153536/153536.jpg,8.30,5.00,2.50,16,45,GR
"1 - GROCERY","PORTABLE SNACKS","41 - TOASTER PASTRIES","110 - TOASTER PASTRY POPTART VAL PK",6276612,6410013194,064100131941,"KELL POPTART ASST JUMBO",29.19,66.60,89.91,105.23,EDM,133,EDM6276612,"Bulk Foods & Wholesale Grocery>PORTABLE SNACKS",,18.60,10.00,11.40,10,1.15,KG
"1 - GROCERY","PORTABLE SNACKS","51 - COOKIE SNACKS","210 - COOKIE SNK RICE KR SQ VAL PK",222018,6410050540,064100505407,"KELL R.KRISP SQR VARIETY  30 S",15.29,60.20,81.27,95.12,EDM,106,EDM222018,"Bulk Foods & Wholesale Grocery>PORTABLE SNACKS",https://test.tgp.crs/item_images/222018/222018.jpg,18.50,11.20,14.40,8,702,GR
"1 - GROCERY","BAKING PRODUCTS","21 - YEAST","110 - YEAST FLEISCHMANN'S 113G",797662,6421700742,064217007429,"FLEISCH TRAD.YEAST",7.62,49.36,66.64,77.99,EDM,169,EDM797662,"Bulk Foods & Wholesale Grocery>BAKING PRODUCTS",https://test.tgp.crs/item_images/797662/797662.jpg,11.60,9.10,3.60,12,113,GR
"1 - GROCERY","BAKING PRODUCTS","33 - COCOA","300 - COCOA CAMINO 224G",915330,75261200011,752612000113,"CAMINO COCOA POWDER",6.00,33.31,44.97,52.63,CAL,87,CAL915330,"Bulk Foods & Wholesale Grocery>BAKING PRODUCTS",https://test.tgp.crs/item_images/915330/915330.jpg,1.90,5.70,5.30,6,224,GR
"1 - GROCERY","BAKING PRODUCTS","36 - LARD/SHORTENING","210 - LARD/SHORT ML TNDRFLK  1.36KG",360305,6310019911,063100199111,"M.L. TENDERFLAKE LARD",39.41,104.40,140.94,164.95,EDM,41,EDM360305,"Bulk Foods & Wholesale Grocery>BAKING PRODUCTS",https://test.tgp.crs/item_images/360305/360305.jpg,16.90,11.40,13.50,12,1.36,KG
"1 - GROCERY","BAKING PRODUCTS","46 - MOLASSES","200 - MOLASSES CROSBY 675G",600882,5678600056,056786000567,"CROSBY MOLASSES BLCKSTRAP",9.50,18.45,24.91,29.15,EDM,141,EDM600882,"Bulk Foods & Wholesale Grocery>BAKING PRODUCTS",https://test.tgp.crs/item_images/600882/600882.jpg,9.00,6.20,5.90,6,675,GR
"1 - GROCERY","BAKING PRODUCTS","51 - BAKING CHIPS","410 - B.CHIPS HERSHEY CHIPITS 200G-350G",868018,5660090209,056600902091,"HERSHEY CHIPITS S/SWEET   300G",13.11,60.65,81.88,95.83,EDM,223,EDM868018,"Bulk Foods & Wholesale Grocery>BAKING PRODUCTS",https://test.tgp.crs/item_images/868018/868018.jpg,11.50,8.30,7.60,18,300,GR
"1 - GROCERY","BAKING PRODUCTS","56 - BAKING BARS","110 - B.BARS BAKERS CHOC PREM 170G",999466,6618800871,066188008719,"BAKERS PREM DARK CHOC",5.22,52.35,70.67,82.71,EDM,25,EDM999466,"Bulk Foods & Wholesale Grocery>BAKING PRODUCTS",https://test.tgp.crs/item_images/999466/999466.jpg,11.30,5.30,3.90,12,170,GR
"1 - GROCERY","BAKING PRODUCTS","81 - PIE FILLINGS","200 - PIE FILLING ED SMITH 540ML",286286,6720000323,067200003231,"ED S. BLUE PIE FILLING",19.99,49.76,67.18,78.62,EDM,117,EDM286286,"Bulk Foods & Wholesale Grocery>BAKING PRODUCTS",https://test.tgp.crs/item_images/286286/286286.jpg,13.90,10.40,4.90,12,540,ML
"1 - GROCERY","BAKING PRODUCTS","86 - MARSHMALLOWS","210 - MARSHMALLOW JET PUFF 400G",257501,60069906093,600699060936,"JET PUFF JUMBO WHT MALLOW",12.15,22.68,30.62,35.83,EDM,140,EDM257501,"Bulk Foods & Wholesale Grocery>BAKING PRODUCTS",https://test.tgp.crs/item_images/257501/257501.jpg,18.00,10.00,11.50,12,400,GR
"1 - GROCERY","BAKING PRODUCTS","93 - CONDENSED MILK","200 - CNDENSD MILK EAGLE BRAND 300 ML",647529,5900000003,059000000039,"EAGLE BRND CARAMEL DUL DE LECHE MLK",14.48,34.37,46.4,54.3,EDM,46,EDM647529,"Bulk Foods & Wholesale Grocery>BAKING PRODUCTS",https://test.tgp.crs/item_images/647529/647529.jpg,12.30,9.00,3.50,12,300,ML
"1 - GROCERY","BAKING PRODUCTS","96 - EVAPORATED MILK","200 - EVAPORATED MILK CARN 354ML",958199,5900000312,059000003122,"CARN 2% EVAP MILK",22.70,41.72,56.32,65.92,EDM,41,EDM958199,"Bulk Foods & Wholesale Grocery>BAKING PRODUCTS",https://test.tgp.crs/item_images/958199/958199.jpg,17.90,11.90,3.90,24,354,ML
"1 - GROCERY","OIL VINEGAR STUFFING MIXES","11 - COOKING SPRAY","225 - COOKING SPRAY REG PAM 110G",351718,6414400410,064144004102,"PAM NATURAL NO STK SPRY",5.95,37.77,50.99,59.68,EDM,55,EDM351718,"Bulk Foods & Wholesale Grocery>OIL VINEGAR STUFFING MIXES",https://test.tgp.crs/item_images/351718/351718.jpg,9.50,7.20,8.60,12,110,GR
"1 - GROCERY","OIL VINEGAR STUFFING MIXES","21 - OLIVE OIL","225 - OLIVE OIL REG BERTOLLI 1LT",444091,4179000210,041790002102,"BERTOLLI RICH TASTE EV OO",26.23,114.50,154.58,180.91,EDM,108,EDM444091,"Bulk Foods & Wholesale Grocery>OIL VINEGAR STUFFING MIXES",https://test.tgp.crs/item_images/444091/444091.jpg,13.70,10.20,9.80,12,1,LT
"1 - GROCERY","OIL VINEGAR STUFFING MIXES","51 - COOKING OIL","410 - C.OIL OTHER SUNFLOWER BECEL",269084,5995019400,059950194000,"BECEL OIL 100% CANOLA/SUN",27.44,61.27,82.71,96.81,EDM,19,EDM269084,"Bulk Foods & Wholesale Grocery>OIL VINEGAR STUFFING MIXES",https://test.tgp.crs/item_images/269084/269084.jpg,17.40,8.20,11.20,12,1,LT
"1 - GROCERY","OIL VINEGAR STUFFING MIXES","55 - VINEGAR","995 - VINEGAR FOODSERVICE",608737,75931801014,759318010149,"PC VINEGAR WHITE",38.00,19.05,25.72,30.1,EDM,68,EDM608737,"Bulk Foods & Wholesale Grocery>OIL VINEGAR STUFFING MIXES",https://test.tgp.crs/item_images/608737/608737.jpg,12.00,12.00,12.00,4,4,LT
"1 - GROCERY","OIL VINEGAR STUFFING MIXES","61 - STUFFING MIXES","225 - STUFFING MIXES REGULAR MISC",125815,6410000022,064100000223,"KELL CORN FLAKE CRUMBS",16.27,39.92,53.89,63.07,EDM,52,EDM125815,"Bulk Foods & Wholesale Grocery>OIL VINEGAR STUFFING MIXES",https://test.tgp.crs/item_images/125815/125815.jpg,14.90,11.20,9.30,12,575,GR
"1 - GROCERY","OIL VINEGAR STUFFING MIXES","70 - COATING MIXES","205 - COATING MIXES REG SHAKENBAKE",996256,6618804330,066188043307,"SHAKE N BAKE FOR PORK",5.69,27.00,36.45,42.66,EDM,39,EDM996256,"Bulk Foods & Wholesale Grocery>OIL VINEGAR STUFFING MIXES",https://test.tgp.crs/item_images/996256/996256.jpg,10.10,8.00,6.60,12,160,GR
"1 - GROCERY","FLOUR & CAKE MIX","11 - FLOUR","215 - FLOUR ALL PURPOSE RHOOD 1-2KG",506766,5900001632,059000016320,"R.H. ALL PURPOSE FLOUR",29.10,28.44,38.39,44.94,EDM,76,EDM506766,"Bulk Foods & Wholesale Grocery>FLOUR & CAKE MIX",https://test.tgp.crs/item_images/506766/506766.jpg,12.20,11.80,6.60,12,1,KG
"1 - GROCERY","FLOUR & CAKE MIX","16 - ORGANIC FLOUR","670 - ORGNC FLOUR BOB'S RM TAPIOCA",2477081,3997832536,039978325365,"BRM GF TAPIOCA  FLOUR",4.51,13.87,18.72,21.91,CAL,152,CAL2477081,"Bulk Foods & Wholesale Grocery>FLOUR & CAKE MIX",https://test.tgp.crs/item_images/2477081/2477081.jpg,9.40,5.20,8.20,4,453,GR
"1 - GROCERY","FLOUR & CAKE MIX","21 - PANCAKE/WAFFLE MIX","210 - PANCAKE MIX A.JEMIMA COMPLETE 905G",223867,5557710429,055577104293,"AJ BTRMLK COMP PANCAKE MX",27.22,34.32,46.33,54.23,EDM,75,EDM223867,"Bulk Foods & Wholesale Grocery>FLOUR & CAKE MIX",https://test.tgp.crs/item_images/223867/223867.jpg,12.50,11.80,8.60,12,905,GR
"1 - GROCERY","FLOUR & CAKE MIX","31 - CAKE MIXES","300 - CAKE MIXES BETTY CROCKER 432G",403881,6563346591,065633465916,"BC SUPERMST WHITE CK MIX",13.93,22.05,29.77,34.84,EDM,275,EDM403881,"Bulk Foods & Wholesale Grocery>FLOUR & CAKE MIX",https://test.tgp.crs/item_images/403881/403881.jpg,9.40,7.50,11.80,12,461,GR
